17/18 Girls,1,Wild Bunch 17s (GW),g17wldbn1gw
17/18 Girls,2,NSSC 16's Black (GW),g16nsscv1gw
17/18 Girls,3,West Tn Warriors-Laynee (DE),g17wtnvb1de
17/18 Girls,4,NSSC 18's Black (GW),g18nsscv1gw
17/18 Girls,5,Top Guns PVA 16 Gray (GW),g16pvavb1gw
17/18 Girls,6,Bootheel SMASH 18 (GW),g18bthsm1gw
17/18 Girls,7,AAVC 18JH (GW),g18aralt1gw
17/18 Girls,8,KPV 17 White (PR),g17kypvb4pr
17/18 Girls,9,Bootheel SMASH 17G (GW),g17bthsm2gw
17/18 Girls,10,AAVC 18-BS (GW),g18aralt2gw
17/18 Girls,11,NSSC 17's Black (GW),g17nsscv1gw
17/18 Girls,12,West Tn Warriors-Hannah (DE),g17wtnvb2de
