Match ID,First Team ID,First Team Name,Second Team ID,Second Team Name,Winner,Set Scores
-50145,25395,CVA 13 Black,71176,Juggernaut 12-Regional1,Juggernaut 12-Regional1,"25-20, 25-15"
-50143,202614,Cloud Peak 13 Elite,71176,Juggernaut 12-Regional1,Juggernaut 12-Regional1,"24-26, 29-27, 15-12"
-52092,202614,Cloud Peak 13 Elite,197961,FRVBC 13-2 Red,Cloud Peak 13 Elite,"25-7, 25-10"
-52097,202614,Cloud Peak 13 Elite,25395,CVA 13 Black,CVA 13 Black,"22-25, 25-15, 15-9"
-52099,202614,Cloud Peak 13 Elite,197788,SPIKES 13 JumpStart,Cloud Peak 13 Elite,"25-19, 20-25, 15-9"
-52101,202614,Cloud Peak 13 Elite,197786,SPIKES 12 JumpStart,Cloud Peak 13 Elite,"25-23, 23-25, 18-16"
-52103,197946,Believe 13 Jubilee,202614,Cloud Peak 13 Elite,Cloud Peak 13 Elite,"25-13, 25-13"
-50147,202614,Cloud Peak 13 Elite,199849,CoJrs 12Mal,Cloud Peak 13 Elite,"25-22, 25-20"
-50144,9939,FRVBC 12-1 Black,202614,Cloud Peak 13 Elite,Cloud Peak 13 Elite,"25-14, 23-25, 15-11"
-52095,25395,CVA 13 Black,197961,FRVBC 13-2 Red,CVA 13 Black,"25-16, 25-8"
-50089,25395,CVA 13 Black,9939,FRVBC 12-1 Black,FRVBC 12-1 Black,"25-14, 27-25"
-50148,25395,CVA 13 Black,199899,CVA 12 Black,CVA 13 Black,"27-25, 25-15"
-52084,9939,FRVBC 12-1 Black,197946,Believe 13 Jubilee,FRVBC 12-1 Black,"25-18, 25-16, 25-17"
-50031,199899,CVA 12 Black,199849,CoJrs 12Mal,CoJrs 12Mal,"25-22, 25-23"
-50032,199849,CoJrs 12Mal,197788,SPIKES 13 JumpStart,CoJrs 12Mal,"22-25, 25-20, 15-5"
-50029,199899,CVA 12 Black,197788,SPIKES 13 JumpStart,CVA 12 Black,"25-15, 15-25, 15-7"
-50113,199899,CVA 12 Black,197961,FRVBC 13-2 Red,CVA 12 Black,"25-11, 25-7, 24-26"
-50115,199899,CVA 12 Black,200946,Crossfire 13-1,CVA 12 Black,"25-13, 18-25, 25-18"
-52100,197946,Believe 13 Jubilee,197788,SPIKES 13 JumpStart,SPIKES 13 JumpStart,"25-8, 25-19"
-52102,197786,SPIKES 12 JumpStart,197788,SPIKES 13 JumpStart,SPIKES 13 JumpStart,"22-25, 25-12, 15-7"
-52105,197788,SPIKES 13 JumpStart,197946,Believe 13 Jubilee,SPIKES 13 JumpStart,"25-10, 25-14"
-52104,197788,SPIKES 13 JumpStart,197786,SPIKES 12 JumpStart,SPIKES 13 JumpStart,"25-16, 25-18"
-52089,197786,SPIKES 12 JumpStart,200946,Crossfire 13-1,Crossfire 13-1,"25-13, 18-25, 15-13"
-52098,197946,Believe 13 Jubilee,197786,SPIKES 12 JumpStart,SPIKES 12 JumpStart,"25-9, 25-17"
-52106,197786,SPIKES 12 JumpStart,200946,Crossfire 13-1,SPIKES 12 JumpStart,"25-21, 25-17"
-52108,197946,Believe 13 Jubilee,197961,FRVBC 13-2 Red,Believe 13 Jubilee,"19-25, 25-19, 15-10"
-50114,200946,Crossfire 13-1,197961,FRVBC 13-2 Red,Crossfire 13-1,"25-19, 25-22, 25-21"
-50295,25277,CoJrs 13Tammy,12828,Momentum 13 Celeste,CoJrs 13Tammy,"25-15, 25-17"
-50296,125128,Excel NW 13-1 Lux,25277,CoJrs 13Tammy,CoJrs 13Tammy,"25-12, 25-18"
-50200,25277,CoJrs 13Tammy,9705,NORCO 13 Black,CoJrs 13Tammy,"25-16, 25-21"
-50300,25277,CoJrs 13Tammy,9938,FRVBC 13-1 Black,CoJrs 13Tammy,"27-25, 16-25, 15-5"
-50302,25277,CoJrs 13Tammy,122173,Elevation 13 Timberline,CoJrs 13Tammy,"25-12, 21-21, 15-7"
-50262,56328,Elevation 13 Peak,25277,CoJrs 13Tammy,CoJrs 13Tammy,"25-21, 23-25, 15-12"
-50277,25277,CoJrs 13Tammy,122173,Elevation 13 Timberline,CoJrs 13Tammy,"25-16, 25-12"
-50276,25277,CoJrs 13Tammy,9705,NORCO 13 Black,CoJrs 13Tammy,"27-25, 25-18"
-50179,9705,NORCO 13 Black,122173,Elevation 13 Timberline,Elevation 13 Timberline,"26-24, 16-25, 15-13"
-50181,9705,NORCO 13 Black,71175,Juggernaut 13-Regional1,NORCO 13 Black,"25-20, 25-18"
-50298,9705,NORCO 13 Black,125128,Excel NW 13-1 Lux,NORCO 13 Black,"25-9, 25-16"
-50299,56328,Elevation 13 Peak,9705,NORCO 13 Black,Elevation 13 Peak,"25-21, 25-21"
-50267,9705,NORCO 13 Black,9938,FRVBC 13-1 Black,NORCO 13 Black,"22-25, 25-21, 15-6"
-50278,9705,NORCO 13 Black,56328,Elevation 13 Peak,NORCO 13 Black,"14-25, 25-19, 15-13"
-50155,56328,Elevation 13 Peak,9938,FRVBC 13-1 Black,Elevation 13 Peak,"25-21, 25-14"
-50157,56328,Elevation 13 Peak,71444,CoJrs 13Emily,Elevation 13 Peak,"25-6, 25-15"
-50160,56328,Elevation 13 Peak,153118,The EDGE 13 Walter,Elevation 13 Peak,"25-21, 25-23"
-50297,56328,Elevation 13 Peak,125128,Excel NW 13-1 Lux,Elevation 13 Peak,"25-13, 25-18"
-50180,71175,Juggernaut 13-Regional1,122173,Elevation 13 Timberline,Juggernaut 13-Regional1,"19-25, 25-18, 15-12"
-50205,122173,Elevation 13 Timberline,12828,Momentum 13 Celeste,Elevation 13 Timberline,"25-18, 25-16"
-50301,122173,Elevation 13 Timberline,9938,FRVBC 13-1 Black,Elevation 13 Timberline,"27-25, 27-25"
-50272,122173,Elevation 13 Timberline,125128,Excel NW 13-1 Lux,Elevation 13 Timberline,"23-25, 26-24, 15-8"
-50156,153118,The EDGE 13 Walter,71444,CoJrs 13Emily,CoJrs 13Emily,"13-25, 25-21, 17-15"
-50158,153118,The EDGE 13 Walter,9938,FRVBC 13-1 Black,FRVBC 13-1 Black,"25-20, 25-22"
-50304,12828,Momentum 13 Celeste,153118,The EDGE 13 Walter,The EDGE 13 Walter,"17-25, 25-16, 15-9"
-50305,71444,CoJrs 13Emily,153118,The EDGE 13 Walter,The EDGE 13 Walter,"25-20, 25-9"
-50307,71175,Juggernaut 13-Regional1,153118,The EDGE 13 Walter,The EDGE 13 Walter,"25-13, 25-27, 15-13"
-50288,153118,The EDGE 13 Walter,71444,CoJrs 13Emily,The EDGE 13 Walter,"25-17, 25-19"
-50285,153118,The EDGE 13 Walter,125128,Excel NW 13-1 Lux,The EDGE 13 Walter,"25-17, 25-11"
-50283,71175,Juggernaut 13-Regional1,153118,The EDGE 13 Walter,The EDGE 13 Walter,"25-15, 25-23"
-50210,125128,Excel NW 13-1 Lux,71175,Juggernaut 13-Regional1,Excel NW 13-1 Lux,"25-15, 12-25, 15-7"
-50303,71444,CoJrs 13Emily,71175,Juggernaut 13-Regional1,Juggernaut 13-Regional1,"25-20, 25-22"
-50306,12828,Momentum 13 Celeste,71175,Juggernaut 13-Regional1,Juggernaut 13-Regional1,"25-18, 25-18"
-50287,12828,Momentum 13 Celeste,71175,Juggernaut 13-Regional1,Juggernaut 13-Regional1,"25-7, 24-26, 15-3"
-50284,9938,FRVBC 13-1 Black,71175,Juggernaut 13-Regional1,Juggernaut 13-Regional1,"25-18, 25-20"
-50294,125128,Excel NW 13-1 Lux,12828,Momentum 13 Celeste,Excel NW 13-1 Lux,"25-13, 25-19"
-50159,9938,FRVBC 13-1 Black,71444,CoJrs 13Emily,FRVBC 13-1 Black,"25-21, 25-21"
-50308,71444,CoJrs 13Emily,12828,Momentum 13 Celeste,Momentum 13 Celeste,"25-10, 20-25, 15-7"
-50431,144555,The EDGE 14 Erika,9937,FRVBC 14-2 Red,The EDGE 14 Erika,"25-20, 25-23"
-50433,144555,The EDGE 14 Erika,121932,Cloud Peak 14 National,The EDGE 14 Erika,"25-14, 25-9"
-50436,144555,The EDGE 14 Erika,197947,Believe 14 Praise,The EDGE 14 Erika,"25-3, 25-14"
-50384,144555,The EDGE 14 Erika,25399,CVA 14 Navy,The EDGE 14 Erika,"25-20, 25-14"
-50386,144555,The EDGE 14 Erika,90195,LVBC 14-1,The EDGE 14 Erika,"25-18, 25-20"
-50403,203075,Rocky Elite 14 National 2,144555,The EDGE 14 Erika,The EDGE 14 Erika,"25-16, 25-13"
-50418,144555,The EDGE 14 Erika,9937,FRVBC 14-2 Red,The EDGE 14 Erika,"25-19, 25-16"
-50417,144555,The EDGE 14 Erika,90195,LVBC 14-1,The EDGE 14 Erika,"23-25, 25-22, 15-11"
-50438,90195,LVBC 14-1,206375,Believe VBC 14 Rejoice,LVBC 14-1,"25-16, 25-13"
-50440,90195,LVBC 14-1,203075,Rocky Elite 14 National 2,Rocky Elite 14 National 2,"18-25, 25-15, 15-11"
-50442,154827,High Desert Elite 14 E,90195,LVBC 14-1,LVBC 14-1,"25-21, 20-25, 15-9"
-50385,90195,LVBC 14-1,25399,CVA 14 Navy,CVA 14 Navy,"25-17, 25-17"
-50408,166818,SPIKES 14 Z,90195,LVBC 14-1,LVBC 14-1,"25-22, 16-25, 15-11"
-50419,90195,LVBC 14-1,203075,Rocky Elite 14 National 2,LVBC 14-1,"25-20, 28-26"
-50434,197947,Believe 14 Praise,9937,FRVBC 14-2 Red,FRVBC 14-2 Red,"25-6, 25-7"
-50435,9937,FRVBC 14-2 Red,121932,Cloud Peak 14 National,FRVBC 14-2 Red,"20-25, 25-15, 16-14"
-50372,166818,SPIKES 14 Z,9937,FRVBC 14-2 Red,SPIKES 14 Z,"25-22, 25-20"
-50373,203075,Rocky Elite 14 National 2,9937,FRVBC 14-2 Red,Rocky Elite 14 National 2,"25-18, 23-25, 15-7"
-50413,25399,CVA 14 Navy,9937,FRVBC 14-2 Red,FRVBC 14-2 Red,"25-17, 25-21"
-50437,154827,High Desert Elite 14 E,203075,Rocky Elite 14 National 2,Rocky Elite 14 National 2,"20-25, 27-25, 19-17"
-50441,203075,Rocky Elite 14 National 2,206375,Believe VBC 14 Rejoice,Rocky Elite 14 National 2,"25-14, 25-27, 15-13"
-50374,166818,SPIKES 14 Z,203075,Rocky Elite 14 National 2,Rocky Elite 14 National 2,"25-19, 27-25"
-50444,166818,SPIKES 14 Z,206217,Crossfire 14-1,SPIKES 14 Z,"25-12, 25-10, 25-11"
-50445,25399,CVA 14 Navy,166818,SPIKES 14 Z,SPIKES 14 Z,"25-7, 25-15, 25-17"
-50457,166818,SPIKES 14 Z,121932,Cloud Peak 14 National,SPIKES 14 Z,"25-20, 25-19"
-50456,166818,SPIKES 14 Z,154827,High Desert Elite 14 E,SPIKES 14 Z,"25-15, 25-20"
-50439,154827,High Desert Elite 14 E,206375,Believe VBC 14 Rejoice,High Desert Elite 14 E,"25-18, 25-14"
-50448,154827,High Desert Elite 14 E,197947,Believe 14 Praise,High Desert Elite 14 E,"25-16, 25-20"
-50450,206217,Crossfire 14-1,154827,High Desert Elite 14 E,High Desert Elite 14 E,"25-20, 25-11"
-50452,121932,Cloud Peak 14 National,154827,High Desert Elite 14 E,High Desert Elite 14 E,"25-22, 25-19"
-50454,154827,High Desert Elite 14 E,206375,Believe VBC 14 Rejoice,High Desert Elite 14 E,"25-17, 25-13"
-50461,154827,High Desert Elite 14 E,197947,Believe 14 Praise,High Desert Elite 14 E,"25-7, 25-12"
-50458,154827,High Desert Elite 14 E,25399,CVA 14 Navy,High Desert Elite 14 E,"25-22, 25-8"
-50432,197947,Believe 14 Praise,121932,Cloud Peak 14 National,Cloud Peak 14 National,"25-19, 25-12"
-50446,121932,Cloud Peak 14 National,197947,Believe 14 Praise,Cloud Peak 14 National,"25-12, 25-17"
-50449,121932,Cloud Peak 14 National,206375,Believe VBC 14 Rejoice,Believe VBC 14 Rejoice,"17-25, 25-21, 15-7"
-50455,206217,Crossfire 14-1,121932,Cloud Peak 14 National,Cloud Peak 14 National,"25-7, 25-17"
-50460,121932,Cloud Peak 14 National,206375,Believe VBC 14 Rejoice,Cloud Peak 14 National,"25-16, 23-25, 15-7"
-50443,25399,CVA 14 Navy,206217,Crossfire 14-1,CVA 14 Navy,"25-10, 18-25, 25-19"
-50462,206217,Crossfire 14-1,25399,CVA 14 Navy,CVA 14 Navy,"25-19, 25-23"
-50451,206375,Believe VBC 14 Rejoice,197947,Believe 14 Praise,Believe VBC 14 Rejoice,"25-3, 25-18"
-50453,206217,Crossfire 14-1,197947,Believe 14 Praise,Believe 14 Praise,"18-25, 25-21, 15-12"
-50447,206217,Crossfire 14-1,206375,Believe VBC 14 Rejoice,Believe VBC 14 Rejoice,"25-14, 25-19"
-50667,43455,Elevation 14 Peak,65991,ID Crush 14 Bower,ID Crush 14 Bower,"25-20, 25-16"
-50668,116212,Kairos 14 Alpha,65991,ID Crush 14 Bower,ID Crush 14 Bower,"25-20, 26-24"
-50670,25275,CoJrs 14Sarah,65991,ID Crush 14 Bower,ID Crush 14 Bower,"25-19, 25-19"
-50681,65991,ID Crush 14 Bower,9936,FRVBC 14-1 Black,ID Crush 14 Bower,"25-10, 25-13"
-50683,65991,ID Crush 14 Bower,10882,Juggernaut 14-National1,ID Crush 14 Bower,"25-23, 25-15"
-50547,65991,ID Crush 14 Bower,25275,CoJrs 14Sarah,ID Crush 14 Bower,"25-18, 25-10"
-50711,65991,ID Crush 14 Bower,43455,Elevation 14 Peak,ID Crush 14 Bower,"25-16, 25-14"
-50710,65991,ID Crush 14 Bower,116212,Kairos 14 Alpha,ID Crush 14 Bower,"25-15, 25-20"
-50666,116212,Kairos 14 Alpha,25275,CoJrs 14Sarah,CoJrs 14Sarah,"25-21, 25-20"
-50671,116212,Kairos 14 Alpha,43455,Elevation 14 Peak,Kairos 14 Alpha,"25-15, 25-21"
-50675,116212,Kairos 14 Alpha,201720,Colorado Skyline 14 Royal,Kairos 14 Alpha,"25-13, 25-9"
-50677,116212,Kairos 14 Alpha,9706,NORCO 14 Black,Kairos 14 Alpha,"25-17, 19-25, 15-9"
-50680,116212,Kairos 14 Alpha,43455,Elevation 14 Peak,Kairos 14 Alpha,"25-16, 22-25, 15-5"
-50715,116212,Kairos 14 Alpha,10882,Juggernaut 14-National1,Kairos 14 Alpha,"23-25, 25-21, 15-11"
-50712,116212,Kairos 14 Alpha,25275,CoJrs 14Sarah,Kairos 14 Alpha,"25-22, 14-25, 15-9"
-50669,43455,Elevation 14 Peak,25275,CoJrs 14Sarah,Elevation 14 Peak,"25-19, 23-25, 15-13"
-50684,25275,CoJrs 14Sarah,140182,Elevation 14 Ascent,CoJrs 14Sarah,"25-8, 25-14"
-50686,25275,CoJrs 14Sarah,47871,Excel NW 14-1 Lux,CoJrs 14Sarah,"25-16, 25-19"
-50676,43455,Elevation 14 Peak,9706,NORCO 14 Black,Elevation 14 Peak,"25-18, 25-15"
-50678,43455,Elevation 14 Peak,201720,Colorado Skyline 14 Royal,Elevation 14 Peak,"25-11, 25-14"
-50714,9936,FRVBC 14-1 Black,43455,Elevation 14 Peak,Elevation 14 Peak,"25-8, 22-25, 15-12"
-50591,9936,FRVBC 14-1 Black,16451,Momentum 14 Zoe,FRVBC 14-1 Black,"22-25, 25-23, 15-11"
-50594,9936,FRVBC 14-1 Black,99710,Rocky Elite 14 National,FRVBC 14-1 Black,"25-14, 25-21"
-50597,9936,FRVBC 14-1 Black,140182,Elevation 14 Ascent,FRVBC 14-1 Black,"25-22, 25-15"
-50599,9936,FRVBC 14-1 Black,202124,Club V 14 Red Christine,FRVBC 14-1 Black,"25-22, 25-23"
-50682,10882,Juggernaut 14-National1,9936,FRVBC 14-1 Black,Juggernaut 14-National1,"25-21, 25-10"
-50552,47871,Excel NW 14-1 Lux,9936,FRVBC 14-1 Black,FRVBC 14-1 Black,"25-19, 22-25, 18-16"
-50489,10882,Juggernaut 14-National1,201720,Colorado Skyline 14 Royal,Juggernaut 14-National1,"25-16, 25-9"
-50491,10882,Juggernaut 14-National1,25398,CVA 14 Black,Juggernaut 14-National1,"25-10, 25-21"
-50494,10882,Juggernaut 14-National1,202125,Club V 14 Red Jolana,Juggernaut 14-National1,"25-9, 25-10"
-50557,10882,Juggernaut 14-National1,140182,Elevation 14 Ascent,Juggernaut 14-National1,"25-19, 25-19"
-50480,71460,CoJrs 14Jen,73318,Elevation 14 Timberline,CoJrs 14Jen,"21-25, 25-14, 15-10"
-50482,71460,CoJrs 14Jen,47871,Excel NW 14-1 Lux,Excel NW 14-1 Lux,"26-24, 17-25, 15-12"
-50485,71460,CoJrs 14Jen,9706,NORCO 14 Black,NORCO 14 Black,"16-25, 25-23, 20-18"
-50687,71460,CoJrs 14Jen,202125,Club V 14 Red Jolana,CoJrs 14Jen,"25-17, 25-22, 25-4"
-50689,71460,CoJrs 14Jen,202124,Club V 14 Red Christine,CoJrs 14Jen,"25-19, 25-21, 25-14"
-50722,9706,NORCO 14 Black,71460,CoJrs 14Jen,CoJrs 14Jen,"25-23, 25-17"
-50719,71460,CoJrs 14Jen,140182,Elevation 14 Ascent,CoJrs 14Jen,"25-17, 25-19"
-50717,47871,Excel NW 14-1 Lux,71460,CoJrs 14Jen,CoJrs 14Jen,"25-15, 25-10"
-50481,9706,NORCO 14 Black,47871,Excel NW 14-1 Lux,Excel NW 14-1 Lux,"18-25, 25-22, 15-12"
-50484,73318,Elevation 14 Timberline,47871,Excel NW 14-1 Lux,Elevation 14 Timberline,"25-22, 25-23"
-50685,47871,Excel NW 14-1 Lux,140182,Elevation 14 Ascent,Excel NW 14-1 Lux,"25-22, 25-18"
-50718,47871,Excel NW 14-1 Lux,99710,Rocky Elite 14 National,Excel NW 14-1 Lux,"20-25, 25-20, 15-8"
-50590,202124,Club V 14 Red Christine,140182,Elevation 14 Ascent,Elevation 14 Ascent,"25-18, 25-22"
-50592,99710,Rocky Elite 14 National,140182,Elevation 14 Ascent,Elevation 14 Ascent,"25-19, 25-21"
-50595,16451,Momentum 14 Zoe,140182,Elevation 14 Ascent,Elevation 14 Ascent,"22-25, 27-25, 15-11"
-50596,202124,Club V 14 Red Christine,99710,Rocky Elite 14 National,Rocky Elite 14 National,"25-16, 25-16"
-50598,99710,Rocky Elite 14 National,16451,Momentum 14 Zoe,Rocky Elite 14 National,"25-21, 14-25, 15-13"
-50691,99710,Rocky Elite 14 National,16451,Momentum 14 Zoe,Momentum 14 Zoe,"18-25, 25-23, 15-12"
-50693,99710,Rocky Elite 14 National,73318,Elevation 14 Timberline,Rocky Elite 14 National,"25-14, 12-25, 15-9"
-50695,25398,CVA 14 Black,99710,Rocky Elite 14 National,Rocky Elite 14 National,"25-12, 26-24"
-50721,99710,Rocky Elite 14 National,201720,Colorado Skyline 14 Royal,Rocky Elite 14 National,"20-25, 25-19, 15-13"
-50492,202125,Club V 14 Red Jolana,201720,Colorado Skyline 14 Royal,Colorado Skyline 14 Royal,"25-20, 26-24"
-50493,201720,Colorado Skyline 14 Royal,25398,CVA 14 Black,CVA 14 Black,"26-24, 19-25, 15-11"
-50679,201720,Colorado Skyline 14 Royal,9706,NORCO 14 Black,NORCO 14 Black,"25-21, 25-18"
-50483,9706,NORCO 14 Black,73318,Elevation 14 Timberline,NORCO 14 Black,"23-25, 25-21, 15-8"
-50690,25398,CVA 14 Black,73318,Elevation 14 Timberline,CVA 14 Black,"15-25, 25-23, 15-12"
-50694,73318,Elevation 14 Timberline,16451,Momentum 14 Zoe,Elevation 14 Timberline,"25-19, 25-19"
-50726,73318,Elevation 14 Timberline,202124,Club V 14 Red Christine,Elevation 14 Timberline,"25-15, 25-20"
-50724,16451,Momentum 14 Zoe,73318,Elevation 14 Timberline,Elevation 14 Timberline,"25-23, 21-25, 15-12"
-50593,202124,Club V 14 Red Christine,16451,Momentum 14 Zoe,Club V 14 Red Christine,"25-23, 25-21"
-50692,25398,CVA 14 Black,16451,Momentum 14 Zoe,CVA 14 Black,"25-19, 25-21"
-50728,16451,Momentum 14 Zoe,202125,Club V 14 Red Jolana,Momentum 14 Zoe,"25-23, 25-18"
-50725,25398,CVA 14 Black,16451,Momentum 14 Zoe,Momentum 14 Zoe,"25-20, 25-19"
-50688,202124,Club V 14 Red Christine,202125,Club V 14 Red Jolana,Club V 14 Red Christine,"28-26, 25-22, 18-25"
-50490,202125,Club V 14 Red Jolana,25398,CVA 14 Black,Club V 14 Red Jolana,"13-25, 25-17, 15-11"
-50741,90194,LVBC 15-1,154496,Whiteout 15-1,LVBC 15-1,"25-12, 25-14"
-50743,90194,LVBC 15-1,46947,Hot Shotz 15 Black,LVBC 15-1,"25-20, 25-12"
-50745,200702,VC Denver 15 Black Kylie,90194,LVBC 15-1,LVBC 15-1,"25-22, 25-14"
-50776,90194,LVBC 15-1,197963,FRVBC 15-3 White,LVBC 15-1,"25-19, 25-23"
-50778,90194,LVBC 15-1,149747,High Desert Elite 15 E,High Desert Elite 15 E,"25-17, 14-25, 15-13"
-50781,90194,LVBC 15-1,144556,The EDGE 15 Corissa,LVBC 15-1,"26-24, 25-22"
-50813,90194,LVBC 15-1,200702,VC Denver 15 Black Kylie,LVBC 15-1,"25-20, 26-24"
-50811,25401,CVA 15 Navy,90194,LVBC 15-1,LVBC 15-1,"25-27, 25-12, 15-10"
-50749,25401,CVA 15 Navy,144761,Panther 15-3,CVA 15 Navy,"25-10, 25-21"
-50751,25401,CVA 15 Navy,200947,Crossfire 15-1,CVA 15 Navy,"25-15, 25-23"
-50754,25401,CVA 15 Navy,149747,High Desert Elite 15 E,CVA 15 Navy,"25-15, 25-12"
-50785,25401,CVA 15 Navy,9935,FRVBC 15-2 Red,CVA 15 Navy,"19-25, 25-17, 15-8"
-50787,25401,CVA 15 Navy,200702,VC Denver 15 Black Kylie,VC Denver 15 Black Kylie,"25-12, 25-15"
-50790,25401,CVA 15 Navy,140185,Elevation 15 Ascent,CVA 15 Navy,"25-23, 25-18"
-50812,149747,High Desert Elite 15 E,25401,CVA 15 Navy,CVA 15 Navy,"25-10, 25-19"
-50750,149747,High Desert Elite 15 E,200947,Crossfire 15-1,High Desert Elite 15 E,"25-16, 25-18"
-50752,149747,High Desert Elite 15 E,144761,Panther 15-3,High Desert Elite 15 E,"25-20, 25-10"
-50777,144556,The EDGE 15 Corissa,149747,High Desert Elite 15 E,High Desert Elite 15 E,"26-24, 25-23"
-50780,197963,FRVBC 15-3 White,149747,High Desert Elite 15 E,FRVBC 15-3 White,"23-25, 25-23, 21-19"
-50740,200702,VC Denver 15 Black Kylie,46947,Hot Shotz 15 Black,VC Denver 15 Black Kylie,"25-7, 25-20"
-50742,200702,VC Denver 15 Black Kylie,154496,Whiteout 15-1,VC Denver 15 Black Kylie,"25-15, 25-13"
-50786,140185,Elevation 15 Ascent,200702,VC Denver 15 Black Kylie,Elevation 15 Ascent,"25-19, 24-26, 15-8"
-50789,9935,FRVBC 15-2 Red,200702,VC Denver 15 Black Kylie,VC Denver 15 Black Kylie,"26-24, 25-19"
-50758,140185,Elevation 15 Ascent,68399,LVBC 15-2,Elevation 15 Ascent,"25-17, 25-16"
-50760,140185,Elevation 15 Ascent,197963,FRVBC 15-3 White,Elevation 15 Ascent,"25-12, 25-23"
-50763,140185,Elevation 15 Ascent,178288,Core VBC 15 Red,Elevation 15 Ascent,"25-10, 25-19"
-50788,140185,Elevation 15 Ascent,9935,FRVBC 15-2 Red,Elevation 15 Ascent,"25-21, 19-25, 15-13"
-50816,140185,Elevation 15 Ascent,197963,FRVBC 15-3 White,Elevation 15 Ascent,"25-18, 25-18"
-50815,140185,Elevation 15 Ascent,144556,The EDGE 15 Corissa,Elevation 15 Ascent,"25-14, 25-15"
-50768,144556,The EDGE 15 Corissa,197948,Believe 15 Hope,The EDGE 15 Corissa,"25-12, 25-17"
-50770,144556,The EDGE 15 Corissa,197783,SPIKES 15 BLACK,The EDGE 15 Corissa,"25-15, 25-13"
-50772,9935,FRVBC 15-2 Red,144556,The EDGE 15 Corissa,The EDGE 15 Corissa,"25-22, 28-26"
-50779,144556,The EDGE 15 Corissa,197963,FRVBC 15-3 White,The EDGE 15 Corissa,"25-22, 25-22"
-50817,9935,FRVBC 15-2 Red,144556,The EDGE 15 Corissa,The EDGE 15 Corissa,"25-22, 20-25, 15-10"
-50767,9935,FRVBC 15-2 Red,197783,SPIKES 15 BLACK,FRVBC 15-2 Red,"25-13, 25-12"
-50769,9935,FRVBC 15-2 Red,197948,Believe 15 Hope,FRVBC 15-2 Red,"25-16, 25-15"
-50759,178288,Core VBC 15 Red,197963,FRVBC 15-3 White,FRVBC 15-3 White,"25-15, 30-28"
-50762,68399,LVBC 15-2,197963,FRVBC 15-3 White,FRVBC 15-3 White,"25-20, 25-22"
-50761,178288,Core VBC 15 Red,68399,LVBC 15-2,LVBC 15-2,"20-25, 25-23, 15-13"
-50795,154496,Whiteout 15-1,178288,Core VBC 15 Red,Core VBC 15 Red,"25-9, 25-16"
-50798,197783,SPIKES 15 BLACK,178288,Core VBC 15 Red,SPIKES 15 BLACK,"25-21, 16-25, 16-14"
-50799,178288,Core VBC 15 Red,200947,Crossfire 15-1,Core VBC 15 Red,"24-26, 26-24, 15-8"
-50821,178288,Core VBC 15 Red,197948,Believe 15 Hope,Core VBC 15 Red,"25-15, 17-25, 15-7"
-50819,68399,LVBC 15-2,178288,Core VBC 15 Red,Core VBC 15 Red,"20-25, 25-12, 15-8"
-50805,68399,LVBC 15-2,46947,Hot Shotz 15 Black,LVBC 15-2,"25-16, 25-12"
-50807,68399,LVBC 15-2,197948,Believe 15 Hope,Believe 15 Hope,"25-14, 25-19"
-50809,144761,Panther 15-3,68399,LVBC 15-2,LVBC 15-2,"21-25, 25-15, 15-11"
-50820,197783,SPIKES 15 BLACK,68399,LVBC 15-2,LVBC 15-2,"15-25, 25-22, 15-13"
-50771,197783,SPIKES 15 BLACK,197948,Believe 15 Hope,SPIKES 15 BLACK,"18-25, 27-25, 15-11"
-50804,144761,Panther 15-3,197948,Believe 15 Hope,Believe 15 Hope,"26-24, 25-23"
-50808,197948,Believe 15 Hope,46947,Hot Shotz 15 Black,Believe 15 Hope,"26-24, 24-26, 16-14"
-50796,197783,SPIKES 15 BLACK,200947,Crossfire 15-1,SPIKES 15 BLACK,"25-8, 25-15"
-50800,154496,Whiteout 15-1,197783,SPIKES 15 BLACK,SPIKES 15 BLACK,"25-22, 25-23"
-50744,46947,Hot Shotz 15 Black,154496,Whiteout 15-1,Whiteout 15-1,"26-24, 25-17"
-50797,154496,Whiteout 15-1,200947,Crossfire 15-1,Whiteout 15-1,"25-13, 20-25, 15-12"
-50825,46947,Hot Shotz 15 Black,154496,Whiteout 15-1,Whiteout 15-1,"25-17, 25-8"
-50823,200947,Crossfire 15-1,154496,Whiteout 15-1,Whiteout 15-1,"25-15, 25-22"
-50753,144761,Panther 15-3,200947,Crossfire 15-1,Panther 15-3,"15-25, 25-18, 15-13"
-50824,144761,Panther 15-3,200947,Crossfire 15-1,Crossfire 15-1,"25-21, 25-19"
-50806,144761,Panther 15-3,46947,Hot Shotz 15 Black,Panther 15-3,"25-23, 16-25, 15-7"
-50953,25273,CoJrs 15Sherri,53300,ID Crush 15 Bower,ID Crush 15 Bower,"25-18, 25-20"
-50956,116220,Kairos 15 Alpha,53300,ID Crush 15 Bower,Kairos 15 Alpha,"25-21, 25-21"
-50957,53300,ID Crush 15 Bower,48549,Elevation 15 Peak,ID Crush 15 Bower,"25-11, 25-19"
-51148,53300,ID Crush 15 Bower,108111,Elevation 15 Timberline,ID Crush 15 Bower,"25-10, 25-14"
-51150,53300,ID Crush 15 Bower,9824,Five Star 15 Black,ID Crush 15 Bower,"25-13, 25-19"
-51153,53300,ID Crush 15 Bower,19930,Momentum 15 Madison,ID Crush 15 Bower,"25-17, 25-20"
