TeamCode,TeamName,2024 Triple Crown NIT,2024 USAV Girls Junior National Championship 14-17,2025 Triple Crown Colorado Challenge,25 Central Zone Invitational
g13wbuck1ov,13-1 Amy,,,,5 (13 Club Blue)
g14wbuck1ov,14-1 Brooke,,,,13 (14 Club Green)
g14wbuck2ov,14-2 Lauryn,,,,23 (14 Club Red)
g15wbuck1ov,15-1 Matt,,,,13 (15 Club Red)
g15wbuck2ov,15-2 Rob,,,,23 (15 Club Blue)
g16wbuck1ov,16-1 Brett,,,,9 (16 Club Blue)
g16wbuck2ov,16-2 Steffani,,,,21 (16 Club Green)
g16wbuck3ov,16-3 Tallman,,,,29 (16 Club Red)
g16wbuck4ov,16-4 Ellie,,,,23 (16 Club Yellow)
g17wbuck1ov,17-1 Roy,,,,5 (17 Club Green)
g17wbuck2ov,17-2 Howard,,,,17 (17 Club Red)
g17wbuck3ov,17-3 Jamie,,,,17 (17 Club Blue)
g14allia1gl,1st Alliance 14-1,19 (13 & Under),,,9 (14 Open)
g15allia1gl,1st Alliance 15 Gold,59 (14 & Under),17 (14 National),,
g16allia3gl,1st Alliance 16 Black,,19 (15 USA),,
g16allia1gl,1st Alliance 16 Gold,21 (15 & Under),31 (15 Open),,
g16allia2gl,1st Alliance 16 Silver,,9 (15 National),,
g17allia3gl,1st Alliance 17 Black,,11 (16 Liberty),,13 (17 Premier Red)
g17allia1gl,1st Alliance 17 Gold,5 (16 & Under),2 (16 Open),,
g17allia5gl,1st Alliance 17 Red,,,,9 (17 Club White)
g17allia2gl,1st Alliance 17 Silver,83 (16 & Under),22 (16 National),,9 (17 Premier Red)
g18allia1gl,1st Alliance 18 Gold,2 (17 & Under),3 (17 Open),,
g18allia2gl,1st Alliance 18 Silver,51 (17 & Under),27 (17 National),,
g16sixty1nt,360 16 Kaos Black,,42 (15 American),,
g15colee1ha,417 Columbia 15-1,,27 (14 American),,
g15netre1ha,417 Juniors 15 Elite,,13 (14 American),,
g18netre1ha,417 Juniors 18 Elite,,29 (17 USA),,
g15fmvbc1de,501 Volley 15.1 National,,5 (14 Liberty),,
g15fmvbc2de,501 Volley 15.2 National,,41 (14 Freedom),,
g16fmvbc1de,501 Volley 16.1 National,,13 (15 Freedom),,
g16fmvbc2de,501 Volley 16.2 National,,63 (15 Patriot),,
g17fmvbc1de,501 Volley 17.1 National,,33 (16 Freedom),,
g17fmvbc2de,501 Volley 17.2 National,,58 (16 Patriot),,
g17fsfvb1so,575 VB 17-1 Paula WS,,26 (16 Freedom),,
g17a4vol1sc,A4 Volley 17-Joaco,35 (16 & Under),18 (16 USA),,
g13afive1so,A5 13-1 Karen,2 (12 & Under),,,
g14afive1so,A5 14-1 Helen,1 (13 & Under),,,
g15afive1so,A5 15-1 Kelly,7 (14 & Under),11 (14 Open),,
g15afive2so,A5 15-2 Victor,,5 (14 USA),,
g15afive3so,A5 15-3 Brett,,29 (14 National),,
g16afive1so,A5 16-1 Gabe,7 (15 & Under),19 (15 Open),,
g16afive2so,A5 16-2 Stephen,67 (15 & Under),11 (15 National),,
g16afive3so,A5 16-3 Pat,,21 (15 Freedom),,
g17afive1so,A5 17-1 Calvin,10 (16 & Under),19 (16 Open),,
g17afive2so,A5 17-2 AG,65 (16 & Under),27 (16 USA),,
g17afive3so,A5 17-3 Angel,,11 (16 American),,
g18afive2so,A5 18-2 boba,93 (17 & Under),5 (17 USA),,
g18afive1so,A5 18-Marc,13 (17 & Under),3 (17 National),,
g15absol1nc,Absolute 15 Black,,25 (14 Open),,
g15absol2nc,Absolute 15 Pink,,23 (14 Liberty),,
g16absol1nc,Absolute 16 Black,21 (15 & Under),5 (15 National),,
g16absol2nc,Absolute 16 Pink,,17 (15 USA),,
g17absol1nc,Absolute 17 Black,107 (16 & Under),29 (16 National),,
