TeamCode,TeamName,2026NIT,Power Pool Jotform,2025 Triple Crown NIT,2025 USAV Girls Junior National Championship 10-13,2025 USAV Girls Junior National Championship 14-17,2026 ASICS Kansas City MLK Tournament,2026 City of Oaks Challenge,2026 Fiesta MLK Classic Volleyball Tournament,2026 Florida Fest JNQ,2026 JVA Rock N Rumble Wknd 1 Girls 12U-14U,2026 JVA Rock N Rumble Wknd 2 15U-18U,2026 Mideast Power League (MEPL) ,2026 Salt Lake City 18s Showdown,2026 The Nike Classic,2026 Tour of Texas Stop 1: Austin-Bryan,2026 Triple Crown Colorado Challenge,2026 Tropical Ice Challenge (12-18 OPEN) - Week #2,2026 Windy City Girl's 18's National Qualifier ,2026 adidas Lone Star Classic 18s,AAU Girls National Volleyball Championships-Wave 1,AAU Girls National Volleyball Championships-Wave 2,AAU Girls National Volleyball Championships-Wave 3,AAU Girls National Volleyball Championships-Wave 4,SCSN Girls 12U/17U Event #1 January 17,SCSN Girls 13U Event #1 January 10,SCSN Girls 14U Event #1 December 20,SCSN Girls 14U Event #2 January 24,SCSN Girls 15U Event #1 January 19,SCSN Girls 16U Event #1 January 18,SCSN Girls 18U Event #1 January 10-11
g15azsky1az,AZ Sky 15 Gold,Yes,YES,45 (14 & Under),,21 (14 National),,,13 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
g14azsky1az,AZ Sky 14 Gold,Yes,YES,5 (13 & Under),19 (13 Open),,,,2 (14 Open),,,,,,,,,,,,,,,,,,,,,,
g12azsky1az,AZ Sky 12 Gold,Yes,NO,,1 (11 Patriot),,,,8 (12 Girls),,,,,,,,,,,,,,,,,,,,,,
g16azsky1az,AZ Sky 16 Gold,Yes,NO,25 (15 & Under),,13 (15 American),,,7 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
g17azsky1az,AZ Sky 17 Gold,Yes,YES,18 (16 & Under),,18 (16 Open),,,3 (17/18 Open),,,,,,,,,,,,,,,,,,,,,,
g18azsky1az,AZ Sky 18 Gold,Yes,YES,27 (17 & Under),,1 (17 National),,,5 (17/18 Open),,,,,5 (18 Open),,,,,,,,,,,,,,,,,
g18storm1az,ARIZONA STORM 18 THUNDER,Yes,YES,19 (17 & Under),,19 (17 Open),,,2 (17/18 Open),,,,,3 (18 Open),,,,,,,,,,,,,,,,,
g17storm1az,ARIZONA STORM 17 THUNDER,Yes,YES,5 (16 & Under),,2 (16 Open),,,6 (17/18 Open),,,,,,,,,,,,,,,,,,,,,,
g17storm2az,ARIZONA STORM 17LIGHTNING,Yes,NO,113 (16 & Under),,3 (16 Patriot),,,31 (17/18 Open),,,,,,,,,,,,,,,,,,,,,,
g16storm1az,ARIZONA STORM 16 THUNDER,Yes,NO,9 (15 & Under),,25 (15 Open),,,1 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
g16storm2az,ARIZONA STORM 16LIGHTNING,Yes,NO,103 (15 & Under),,41 (15 Patriot),,,33 (15/16 Open),,,,,,,,,,,,,,,,,,,,,,
