g18muvbc2no,,,,,,,,,,,,,,,,,,,,137 (17 Spirit),,,,,,,,,
g18muvbc4no,,,,,,,,,,,,,,,,,,,,111 (17 Classic),,,,,,,,,
g18mvavc1ch,,,,,,,,,,,,,,,,,,,,145 (17 Club),,,,,,,,,
g18mvpvb1gp,,,35 (17 National),5 (18 USA),,,,,,,,,,,,,,,,,,,,,,,,,Midwest Elite 18-1
g18mwblz1ha,,,39 (17 Freedom),3 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,MW Blitz 18-1
g18mwjrs1ha,,,,47 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,Midwest Juniors 18-1
g18mwpmn1no,,,,,,,,,,,,,,,,,,,,67 (17 Spirit),,,,,,,,,
g18nasav1so,,,34 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18nasav2so,,,,,,,,,,,,,,,,,,,,9 (17 Classic),,,,,,,,,
g18nasav3so,,,,,,,,,,,,,,,,,,,,31 (17 Club),,,,,,,,,
g18nasav4so,,,,,,,,,,,,,,,,,,,,39 (17 Spirit),,,,,,,,,
g18nccst1cr,,,,,25 (17-18U Girls),,,,,,,,,,,,,,,127 (17 Premier),,,,,,,,,NC Coastal 18 Deshay
g18nccst2cr,,,,,,,,,,,,,,,,,,,,84 (17 Club),,,,,,,,,
g18nccst3cr,,,,,,,,,,,,,,,,,,,,111 (17 Aspire),,,,,,,,,
g18nccst4cr,,,,,,,,,,,,,,,,,,,,149 (17 Aspire),,,,,,,,,
g18ncgld1cr,,,,,,,,,,,,,,,,,,,,141 (17 Club),,,,,,,,,
g18ncisv1ho,,,,,,,,,,,,,,,,15 (18 Liberty ),,,,,,,,,,,,,NCISVBC 18-1
g18ncvba1cr,37 (17 & Under),,,,,,,,,,,,,,,,,,,33 (17 Open),,,,,,,,,Academy 18 Diamond
g18ncvba2cr,,,,,,,,,,,,,,,,,,,,57 (17 Premier),,,,,,,,,
g18ncvba3cr,,,,,,,,,,,,,,,,,,,,114 (17 Club),,,,,,,,,
g18ncvba4cr,,,,,,,,,,,,,,,,,,,,91 (17 Spirit),,,,,,,,,
g18ncvbc1we,,,107 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18ncwvb1ev,,,,,,,,,,,18 (18 USA),,,,,,,,,25 (17 Premier),,,,,,,,,NCWVBC 18-1 Gold
g18nejrs1gp,,,,,,,,,,,,,,,,,,,,109 (17 Premier),,,,,,,,,
g18nejrs2gp,,,,,,,,,,,,,,,,,,,,69 (17 Club),,,,,,,,,
g18neone1gp,,,13 (17 American),,,,,,,,,,,,,,,,,,,,,,,,,,
g18netre1ha,,,53 (17 American),5 (18 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,417 MoJrs 18 Elite
g18netre2ha,,,,57 (18 American),,,,,,,,,,,,,,,,77 (17 Premier),,,,,,,,,417 MoJrs 18 Nat Black
g18nevbc1ne,,,,,,,,,,,,5 (18 Open),,,,,,,,56 (17 Open),,,,,,,,,Northeast 18.1
g18nevbc2ne,,,,,,,,,,,,,,,,,,,,84 (17 Club),,,,,,,,,
g18nextv1ov,,,,,,,,,,,,,,,,,,,,105 (17 Premier),,,,,,,,,
g18nextv2ov,,,,,,,,,,,,,,,,,,,,25 (17 Classic),,,,,,,,,
g18nhdvb1ne,,,,,,,,,,,,,,,,,,,,144 (17 Club),,,,,,,,,
g18nheli1ls,,,21 (17 Liberty),,,,,,,,,,,,,,2 (18 Liberty),,,,,,,,,,,,NHouston Elite 18 Premier
g18nivba1ho,,,,,,,,,,,,,,,,1 (18 American),,,,37 (17 Premier),,,,,,,,,NIVA 18 PURPLE
g18nivba2ho,,,,,,,,,,,,,,,,9 (18 American),,,,48 (17 Club),,,,,,,,,NIVA 18 BLACK
g18nivbc1gc,,,13 (17 Freedom),,,,5th (G18 Liberty),,,,,,,,,,,,,9 (17 Club),,,,,,,,,Sharks 18 Navy
g18njjrs1ge,,,43 (17 Freedom),,,,21st (G18 Open),,,,,,,,,,,,,,,,,,,,,,
g18nkjvb2pr,,,,,,,,,,,,,,,,,,,,93 (17 Aspire),,,,,,,,,
g18nkyvc1pr,13 (17 & Under),,33 (17 Open),,,,,,,,,5 (18 Open),,,,,,,,,,,,,,,,,NKYVC  18-1 Tsunami
g18nkyvc2pr,,,31 (17 USA),,,,,,,,,12 (18 Open),,,,,,,,,,,,,,,,,NKYVC 18-2 TIDE
g18nlite1no,67 (17 & Under),,1 (17 American),,,,,,,,,,,,,,,,,31 (17 Open),,,,,,,,,Northern Lights 18-1
g18nlite2no,,,5 (17 Patriot),,,,,,,,,,,,,,,,,21 (17 Premier),,,,,,,,,
g18nlite3no,,,,,,,,,,,,,,,,,,,,25 (17 Club),,,,,,,,,
g18nlite4no,,,,,,,,,,,,,,,,,,,,39 (17 Aspire),,,,,,,,,
g18nlite5no,,,,,,,,,,,,,,,,,,,,3 (17 Classic),,,,,,,,,
g18nlvbc1sc,,,,25 (18 Liberty),,,,,,,27 (18 Liberty ),,,,,,,,,,,,,,,,,,Next Level 18 Lehua
g18nlvbc2sc,,,,,,,,,,,52 (18 American),,,,,,,,,,,,,,,,,,Next Level 18 Naupaka
g18nnejr2nc,,,,,,,,,,,37 (18 American),,,,,,,,,,,,,,,,,,NNJ 18 Braysen
g18nolav1by,,,,,,,,,,,,,,,,,,,,25 (17 Premier),,,,,,,,,
g18nonam1fl,,,,,,,7th (G18 Open),,,,,,,,,,,,,13 (17 Open),,,,,,,,,
g18norca1nc,,,22 (17 USA),,,,,,,,9 (18 USA),,,,,,,,,,,,,,,,,,NorCal 18-1 Black
g18norca2nc,,,,,,,,,,,16 (18 American),,,,,,,,,,,,,,,,,,NorCal 18-2 Blue
g18norco1nc,,,,,,,,,,,,,,,,,,,,77 (17 Spirit),,,,,,,,,
g18norco1rm,51 (17 & Under),,11 (17 American),,,,,,,,7 (18 Open),,,,,,,,,,,,,,,,,,NORCO 18 Black
g18norco2rm,101 (17 & Under),,39 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18norpt1nt,,,,,,,,,,,,,,,,,5 (18 American),,,,,,,,,,,,North Point 18 National
g18north1rm,,,,,,,,,,,,,,5 (17/18 Club),,,,,,,,,,,,,,,NEVBC 18's National
g18nosvb1ha,,,,49 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,Northlan Static 18-1
g18novaj1ov,,,23 (17 USA),,,,,,3 (17/18 Open),,,,,,,,,,,,,,,,,,,,NOVA Juniors 18s Navy
g18novaj2ov,,,,,,,,,7 (18 Premier),,,,,,,,,,,,,,,,,,,,NOVA Juniors 18s Gold
g18novav1az,,,,,,11 (17/18 Club),,,,,,,,,,,,,,,,,,,,,,,Nova 18-Purple
g18npjpd1ce,104 (17 & Under),,,,,,,,,,,,,,,,,,,,,,,,,,,,NPJ Portland 18 National
g18npjvb1ce,45 (17 & Under),,35 (17 National),,,,,,,,,,,,,1 (18 Open),,,,,,,,,,,,,NPJ 18 Forefront
g18nrgvc1nt,,,14 (17 Liberty),,,,,,,,,,,,,,5 (18 Liberty),,,,,,,,,,,,NRG VBC 18 AMPD Navy
g18nrvjr1od,,,,,,,,,,,,,,,,,,,,105 (17 Premier),,,,,,,,,
g18nrvjr3od,,,,,,,,,,,,,,,,,,,,95 (17 Spirit),,,,,,,,,
g18nshor1lk,,,,,,,,,1 (18 Premier),,,,,,,,,,,2 (17 Aspire),,,,,,,,,NorthShore 18 Sea Pigs
g18nsnty1ia,,,,,,,,,,,,,,,,,,,,48 (17 Spirit),,,,,,,,,
g18nstrm1ha,,,,47 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,North Storm 18-1
g18nsvbc1ov,,,,,,,,,5 (18 Club),,,,,,,,,,,,,,,,,,,,NorthShore 18 Wood
g18nwajs1de,,,63 (17 Patriot),27 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,Storm 18 Adidas
g18nwasv1ce,,,,30 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,NWAS VBC 18 National
g18nwave1fl,,,,,,,,,,,,,,,,,,,,33 (17 Spirit),,,,,,,,,
g18nwave1gl,,,,,,,,,,,,,,,,29 (18 American),,,,39 (17 Spirit),,,,,,,,,New WAVE 18 Tsunami
g18nwave2gl,,,,,,,,,,,,,,,,,,,,54 (17 Classic),,,,,,,,,
g18nwave3gl,,,,,,,,,,,,,,,,,,,,54 (17 Classic),,,,,,,,,
g18nwrvb1ce,,,5 (17 Freedom),,,,,,,,5 (18 Liberty ),,,,,,,,,,,,,,,,,,Aspire NW 18-1 Empire
g18nxlvl1pu,,,,,,,,,,,,,,,,,,,,48 (17 Club),,,,,,,,,
g18nxtlv1cr,,,,,,,,,,,,,,,,,,,,110 (17 Club),,,,,,,,,
g18nxtlv1sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,77th (18U),
g18nxtlv2sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,101th (18U),
g18nycjr1ge,,,85 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18oasis1sc,,,87 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,76th (18U),
g18ocrvc1sc,,,,,,,,,,,26 (18 American),,,,,,,,,,,,,,,,,59th (18U),OCR 18 G
g18ocrvc2sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,99th (18U),
g18octan4we,,,,,,,,,5 (17/18 Open),,,,,,,,,,,,,,,,,,,,OCTANE FUSION 18U
g18ocvbc1sc,,,101 (17 Patriot),,,,,,,,,,,,,43 (18 American),,,,,,,,,,,,65th (18U),OCVC G18 Slunks
g18ohana1ia,,,,57 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,Ohana 18U Regional
g18ojvac1ce,,,94 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18ojvbc1de,,,22 (17 National),15 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,,Ozark Juniors 18 National
g18ojvbc2de,,,,27 (18 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,Ozark Juniors 18 Regional Plus
g18omniv1nc,,,33 (17 National),,,,,,,,17 (18 Open),,,,,,,,,,,,,,,,,,OMNI 18 National
g18omniv2nc,,,,,,,,,,,5 (18 American),,,,,,,,,111 (17 Premier),,,,,,,,,OMNI 18 Elite
g18oneva1ha,,,,41 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,ONEVA 18-1
g18onevb1az,,,6 (17 Liberty),,,16 (17/18 Open),5th (G18 USA),,,,,,,,,,,,,,,,,,,,,,Club One AZ 18Platinum
g18onevb2az,,,114 (17 Patriot),,,5 (17/18 Club),29th (G18 American),,,,,,,,,,,,,,,,,,,,,,Club One AZ 18Gold
g18onevb3az,,,21 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18onewi1bg,,,,,,,,,,,,,,,,11 (18 Liberty ),,,,57 (17 Premier),,,,,,,,,1W 18-1 Elite
g18op2vb1ok,67 (17 & Under),,1 (17 USA),,,,,,,,,,,,,,,,,,,,,,,,,,
g18opeak1ok,,,,4 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,,PEAK 18-1 Elite
g18oprem1ov,,,,,,,,,,,,11 (18 Open),,,,,,,,65 (17 Open),,,,,,,,,OPVC 18 Ostendorf
g18oprem2ov,,,,,,,,,,,,,,,,,,,,69 (17 Club),,,,,,,,,
g18opuvb1fl,,,,,,,16th (G18 Liberty),,,,,,,,,,,,,,,,,,,,,,OPU 17/18-1
g18opuvb2fl,,,,,,,,,,,,,,,,,,,,127 (17 Spirit),,,,,,,,,
g18otbva1fl,75 (17 & Under),,39 (17 National),,,,5th (G18 Open),,,,,,,,,2 (18 USA),,,,40 (17 Open),,,,,,,,,OT 18 T Tony
g18otbva2fl,94 (17 & Under),,,,,,11th (G18 Open),,,,,,,,3 (18 Open),,,,,54 (17 Open),,,,,,,,,OT 18 O TJ
g18otbva3fl,21 (17 & Under),,,,,,17th (G18 Open),,,,,,,,,25 (18 Open),,,,17 (17 Open),,,,,,,,,OT 18 J Stephen
g18otbva4fl,,,47 (17 American),,,,15th (G18 American),,,,,,,,,,,,,37 (17 Premier),,,,,,,,,
g18otbva5fl,,,,,,,,,,,,,,,,,,,,25 (17 Aspire),,,,,,,,,
g18otbva7fl,,,,,,,,,,,,,,,,,,,,83 (17 Premier),,,,,,,,,
g18otlaw1ls,,,,,,,,,,,,,,,,,31 (18 Liberty),,,,,,,,,,,,WILD BUNCH - 18
g18otlwv1su,,,,,,,,,,,,,,,,,,,,89 (17 Spirit),,,,,,,,,
g18outya1sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,97th (18U),
g18ovcmo1ha,,,66 (17 Patriot),5 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,OVC 18-1
g18ovvbc1ov,,,98 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18pacvb1so,,,,,,,,,,,,,,,,,,,,117 (17 Spirit),,,,,,,,,
g18panth1fl,,,,,,,,,,,,,,,,,,,,141 (17 Spirit),,,,,,,,,
g18paoel1sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,119th (18U),
g18parvb1ch,45 (17 & Under),,34 (17 National),,,,19th (G18 Open),,,,,,,,,,,,,,,,,,,,,,Paramount VBC 18 Walter
g18pasco1fl,,,,,,,,,,,,,,,,,,,,111 (17 Classic),,,,,,,,,
g18pchrg1ov,,,,,,,,,,,,,,,,,,,,54 (17 Classic),,,,,,,,,
g18peake1ke,,,,,,,,,,,,,,,,,,,,63 (17 Aspire),,,,,,,,,
g18peakv1fl,,,,,,,,,,,,,,,,,,,,67 (17 Spirit),,,,,,,,,
g18pepvb1so,,,,,,,9th (G18 American),,,,,,,,16 (18 Open),,,,,,,,,,,,,,PEPVB 18 Purple
g18pfvbc1ch,,,,,,,,,,,,,,,,,,,,134 (17 Premier),,,,,,,,,
g18pghel1ke,,,,,,,,,,,,13 (18 Open),,,,,,,,59 (17 Open),,,,,,,,,Pgh Elite 18 Elite
g18pghel2ke,,,,,,,,,,,,17 (18 Club),,,,,,,,91 (17 Premier),,,,,,,,,Pgh Elite 18 Premier
g18phoen1ov,,,,,,,,,15 (18 Premier),,,,,,,,,,,9 (17 Spirit),,,,,,,,,Phoenix G18 Red
g18phpvb1ho,29 (17 & Under),,23 (17 Open),,,,,,,,,,,,,19 (18 Open),,,,,,,,,,,,,PineappleHP 18U
g18piedm1cr,,,,,,,,,,,,,,,,,,,,73 (17 Premier),,,,,,,,,
g18piedm2cr,,,,,,,,,,,,,,,,,,,,75 (17 Aspire),,,,,,,,,
g18pines12fl,,,,,,,,,,,,,,,,,,,,145 (17 Classic),,,,,,,,,
g18pines15fl,,,,,,,,,,,,,,,,,,,,135 (17 Classic),,,,,,,,,
g18pjvba2ov,,,,,,,,,,,,,,,,,,,,150 (17 Aspire),,,,,,,,,
g18platv1im,,,,,,,,,,,32 (18 Liberty ),,,,,,,,,,,,,,,,,,Platinum 18 Apex
g18plavb1so,,,,,,,,,,,,,,,,,,,,89 (17 Classic),,,,,,,,,
g18plscv1sc,,,65 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,19th (18U),
g18plscv2sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,53th (18U),
g18pltfm1ia,,,99 (17 Patriot),46 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,Platform 18Adidas
g18pmelt1pm,,,,,,,,,,,,,,,,,,,,84 (17 Club),,,,,,,,,
g18pntgn1no,,,,,,,,,,,,,,,,,,,,61 (17 Club),,,,,,,,,Sanford Sports 18 Red
g18pntgn2no,,,,,,,,,,,,,,,,,,,,54 (17 Club),,,,,,,,,
g18pntvc1ov,,,,,,,,,19 (18 Club),,,,,,,,,,,,,,,,,,,,PO1NT 18-1 Premier
g18pohak1ha,11 (17 & Under),,3 (17 National),9 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,,Pohaku 18-1
g18porvc1ce,,,,,,,,,,,24 (18 American),,,,,,,,,,,,,,,,,,Portland VBC 18-1 Black
g18power1fl,,,,,,,,,,,,,,,,,,,,75 (17 Aspire),,,,,,,,,
g18power1ha,29 (17 & Under),,13 (17 Open),3 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,,KC Power 18-1
g18power1ok,,,43 (17 American),19 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,Tulsa Power 18-1
g18power1so,,,,,,,,,,,,,,,,,,,,77 (17 Premier),,,,,,,,,
g18power2ha,,,17 (17 Liberty),9 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,KC Power 18-2
g18pplay1sc,,,,,,,,,,,,,,,,,2 (18 American),,,50 (17 Spirit),,,,,,,,33rd (18U),ProPlay 18 Nicky/Mer
g18pplay2sc,,,,,,,,,,,,,,,,,38 (18 American),,,65 (17 Classic),,,,,,,,94th (18U),ProPlay 18 Bahman
g18pplay3sc,,,,,,,,,,,,,,,,,,,,137 (17 Classic),,,,,,,,,
g18prcsn1cr,,,,,,,,,,,,,,,,,,,,109 (17 Spirit),,,,,,,,,PAVC - NC 18 Onyx
g18premi1rm,,,,,,,,,,,,,,1 (17/18 Club),,,,,,,,,,,,,,,Premier 18 Black
g18premr1gp,18 (17 & Under),,31 (17 Open),1 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,,Premier Nebraska 18 Gold
g18premr1nt,,,23 (17 Liberty),,,,,,,,,,,,,,18 (18 USA),,,,,,,,,,,,Premier 18 Black
g18premr1ov,,,,,,,,,,,,5 (18 Open),,,,,,,,35 (17 Spirit),,,,,,,,,Premier 18 Onitsuka
g18premr2gp,100 (17 & Under),,,8 (18 USA),,,,,,,,,,,,,,,,,,,,,,,,,Premier Nebraska 18 Black
g18premr2nt,,,,,,,,,,,,,,,,,17 (18 American),,,,,,,,,,,,Premier 18 Crimson
g18premr2ov,,,,,,,,,,,,10 (18 Club),,,,,,,,,,,,,,,,,Premier 18 Antare
g18premr3gp,,,,11 (18 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,Premier Nebraska 18 Red
g18premr3nt,,,106 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18preva1pu,,,,,,,,,,,,,,,,,,,,55 (17 Premier),,,,,,,,,
g18prevc1gl,,,,,,,,,,,,,,,,27 (18 American),,,,79 (17 Classic),,,,,,,,,Precision 18 Blue
g18prime1ha,,,,23 (18 American),,,,,,,,,,,,,,,,,,,,,,,,,PRIME
g18prime1rm,,,,,,,41th (G18 American),,,,,,,19 (17/18 Club),,,,,,,,,,,,,,,Prime 18 Da'Shaun
g18prime1sc,,,,,,,,,,,33 (18 American),,,,,,,,,1 (17 Spirit),,,,,,,,49th (18U),Prime 18 adidas
g18princ1ge,,,46 (17 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g18princ2ge,,,,,,,,,,,,,,,,,,,,101 (17 Spirit),,,,,,,,,
g18progy1pr,,,,,,,,,,13 (18U Seeding),,,,,,,,,,,,,,,,,,,Prodigy 18 Red
g18prsut1gw,,,,,,,,,,,,,,,,5 (18 American),,,,,,,,,,,,,Pursuit 18 National
g18pstri1pm,,,,,57 (17-18U Girls),,,,,,,,,,,,,,,126 (17 Premier),,,,,,,,,PSVC 18 Dani
g18psvah1so,,,,,,,,,,,,,,,,,,,,110 (17 Club),,,,,,,,,
g18psvba1fl,,,2 (17 Liberty),,,,2nd (G18 USA),,,,,,,,,,,,,9 (17 Premier),,,,,,,,,
g18psvba1ps,,,38 (17 Freedom),,,,,,,,,,,,,,,,,,,,,,,,,,
g18psvbc1ch,,,,,,,,,,,,,,,,,,,,19 (17 Classic),,,,,,,,,PSVBC 18 NATIONAL
g18pulse1nc,,,,,,,,,,,23 (18 Liberty ),,,,,,,,,,,,,,,,,,Pulse 18 Black
g18putvc1ov,,,,,,,,,3 (17/18 Open),,,,,,,,,,,105 (17 Aspire),,,,,,,,,Putnam VBC - Elite
g18puyal1ps,,,,,,,,,,,28 (18 Liberty ),,,,,,,,,,,,,,,,,,PJVBC 18 Power
g18puyal2ps,,,,,,,,,,,23 (18 American),,,,,,,,,,,,,,,,,,PJVBC 18 Elite
g18pvakc1ha,,,43 (17 National),7 (18 USA),,,,,,,,,,,,,,,,,,,,,,,,,PVA 18 ELITE
g18pvakc2ha,,,,29 (18 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,PVA 18 National
g18pvbde1ch,,,35 (17 American),,,,,,,,,,,,,,,,,,,,,,,,,,
g18pvbde4ch,,,,,,,,,,,,,,,,,,,,39 (17 Classic),,,,,,,,,
g18pwrpx1ia,,,17 (17 Freedom),7 (18 Open),,,,,,,,,,,,,,,,,,,,,,,,,PowerPlex 18U Wieland
g18pwrpx2ia,,,30 (17 National),13 (18 Liberty),,,,,,,,,,,,,,,,,,,,,,,,,PowerPlex 18U Rodriguez
g18pwvbc1sc,,,,,,,,,,,,,,,,,,,,24 (17 Spirit),,,,,,,,38th (18U),
g18quant2fl,,,,,,,49th (G18 American),,,,,,,,,,,,,,,,,,,,,,
g18queen1de,,,,,,,,,,,,,,,,,,,,51 (17 Open),,,,,,,,,
g18quick1ah,,,67 (17 Patriot),,,,,,,,,,,,,,,,,130 (17 Classic),,,,,,,,,Quicksets 18
g18radds1fl,,,,,,,19th (G18 American),,,,,,,,,,,,,111 (17 Aspire),,,,,,,,,RADD Elite 18 Red
g18ranch1sc,,,21 (17 American),,,,,,,,1 (18 Liberty ),,,,,,,,,,,,,,,,,21st (18U),Rancho Valley 18 Premier
g18ranch2sc,,,95 (17 Patriot),,,,,,,,19 (18 American),,,,,,,,,,,,,,,,,51th (18U),Rancho Valley 18 Select
g18rcjrs1gp,,,,,,,,,,,,,,,,,,,,2 (17 Club),,,,,,,,,River City Jrs 18 Navy
g18rckvb1im,,,,,,,,,,,21 (18 USA),,,,,,,,,,,,,,,,,,RVC 18 Brittyn
g18rcvba1od,,,,,42 (17-18U Girls),,,,,,,,,,,,,,,21 (17 Aspire),,,,,,,,,RCVA 18 Girls National
g18reefv1sc,,,58 (17 American),,,,,,,,,,,,,,,,,,,,,,,,,43th (18U),
g18reign1fl,,,,,,,,,,,,,,,,,,,,146 (17 Aspire),,,,,,,,,
g18relen1rm,,,,,,,,,,,47 (18 American),,,,,,,,,,,,,,,,,,RVC 18-Relentless
g18renas1ke,,,,,,,,,,,,,,,,,,,,24 (17 Spirit),,,,,,,,,
g18reneg1ls,,,91 (17 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,
g18renvb1ov,,,,,,,,,,,,21 (18 Club),,,,,,,,,,,,,,,,,Renaissance 18 Black
g18revbc1ho,,,9 (17 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g18revbc2ho,,,,,,,,,,,,,,,,,,,,69 (17 Club),,,,,,,,,
g18revol1az,35 (17 & Under),,,,,3 (17/18 Open),,,,,4 (18 Open),,,,,,,,,13 (17 Open),,,,,,,,,AZ REV 18 Premier
g18revol2az,,,18 (17 Liberty),,,23 (17/18 Open),,,,,18 (18 Liberty ),,,,,,,,,,,,,,,,,,AZ REV 18 Elite
g18revol3az,,,,,,17 (17/18 Club),,,,,,,,,,,,,,,,,,,,,,,AZ REV North 18 Premier
g18revol3ke,,,,,,,,,,,,,,,,,,,,9 (17 Premier),,,,,,,,,
g18rfvbc1su,,,,,,,,,,,,,,,,,,,,91 (17 Classic),,,,,,,,,RVC Legends 18
g18rhvbc1so,,,23 (17 National),,,,,,,,,,,,,,,,,,,,,,,,,,
g18rhvbc2so,,,,,,,,,,,,,,,,,,,,50 (17 Club),,,,,,,,,
g18riovc1so,,,,,,,,,,,,,,,,,,,,115 (17 Spirit),,,,,,,,,
g18ripor1nc,,,33 (17 Freedom),,,,,,,,19 (18 USA),,,,,,,,,,,,,,,,,,RAGE 18 CARMELO
g18rise11rm,,,,,,,,,,,,,,,,,,,,133 (17 Club),,,,,,,,,
g18risea1ov,,,,,,,,,,,,,,,,,,,,39 (17 Aspire),,,,,,,,,
g18risev1ok,,,,,,,,,,,,,,,,,23 (18 Liberty),,,,,,,,,,,,Rise 18s
g18rmjrh1no,,,,,,,,,,,,,,,,,,,,67 (17 Spirit),,,,,,,,,
g18rngde1sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,105th (18U),
g18rockc1ov,,,,,,,,,,,,,,,,,,,,16 (17 Open),,,,,,,,,
g18rockc2ov,,,,,,,,,,,,15 (18 Club),,,,,,,,50 (17 Club),,,,,,,,,RockCity 18 N2
g18rockc3ov,,,,,,,,,,,,,,,,,,,,69 (17 Aspire),,,,,,,,,
g18rockc4ov,,,,,,,,,,,,,,,,,,,,125 (17 Spirit),,,,,,,,,
g18rogue1ov,,,,,,,,,,,,,,,,,,,,118 (17 Premier),,,,,,,,,
g18rogue1pm,,,,,,,,,,,,,,,,,,,,63 (17 Open),,,,,,,,,
g18rogue2ov,,,,,,,,,,,,,,,,,,,,110 (17 Club),,,,,,,,,
g18roket1fl,,,,,,,,,,,,,,,,,,,,16 (17 Spirit),,,,,,,,,RVA 18-1
g18ronin1ge,,,,,,,,,,,,,,,,,,,,54 (17 Aspire),,,,,,,,,
g18ronin2ge,,,,,,,,,,,,,,,,,,,,65 (17 Aspire),,,,,,,,,
g18roots1ls,,,5 (17 Patriot),,,,,,,,,,,,,,18 (18 Liberty),,,,,,,,,,,,Roots 18-1 Green
g18roots2ls,,,,,,,,,,,,,,,,,42 (18 American),,,77 (17 Aspire),,,,,,,,,Roots 18-2 Blue
g18rough1rm,,,,,,,,,,,31 (18 American),,,,,,,,,,,,,,,,,,Co RoughRiders 18 Black
g18royal1ke,,,,,,,,,,,,,,,,,,,,130 (17 Premier),,,,,,,,,
g18royal2no,,,,,,,,,,,,,,,,,,,,145 (17 Spirit),,,,,,,,,
g18rptde1ev,,,45 (17 Freedom),,,,,,,,3 (18 Liberty ),,,,,,,,,,,,,,,,,,Riptide U18 Tsunami
g18rrhvb1im,,,,,,,,,,,10 (18 USA),,,,,,,,,,,,,,,,,,RRHVB 18-1 Annie
g18rrjvb1ne,,,,,,,,,,,,,,,,,13 (18 Liberty),,,76 (17 Club),,,,,,,,,Boston United 18 National
g18rrock1nc,,,34 (17 American),,,,,,,,33 (18 American),,,,,,,,,119 (17 Premier),,,,,,,,,Red Rock 18 Katie
g18rrock2nc,,,,,,,,,,,,,,,,,,,,78 (17 Club),,,,,,,,,
g18rrock4nc,,,,,,,,,,,,,,,,,,,,133 (17 Club),,,,,,,,,
g18rsele1rm,,,,,,,,,,,5 (18 American),,,,,,,,,63 (17 Premier),,,,,,,,,Rocky Elite 18 National
g18rtovc1pu,,,,,,,,,,,,,,,,,,,,33 (17 Premier),,,,,,,,,
g18rushv1az,,,,,,37 (17/18 Open),,,,,,,,,,,,,,,,,,,,,,,RUSH SV 18 Red
g18rvawi1bg,,,,,,,,,,,,,,,,,,,,107 (17 Aspire),,,,,,,,,
g18rvawi2bg,,,,,,,,,,,,,,,,,,,,93 (17 Classic),,,,,,,,,
g18rvcjr1od,,,,,,,,,,,,,,,,,,,,55 (17 Premier),,,,,,,,,
g18rvcjr2od,,,,,,,,,,,,,,,,,,,,97 (17 Aspire),,,,,,,,,
g18rvjrs1od,,,,,,,,,,,,,,,,,,,,43 (17 Premier),,,,,,,,,RVJ 18 Nationals
g18rvorl1fl,,,,,,,,,,,,,,,,,,,,141 (17 Club),,,,,,,,,
g18rvorl2fl,,,,,,,,,,,,,,,,,,,,148 (17 Aspire),,,,,,,,,
g18rwdth1gw,53 (17 & Under),,5 (17 USA),,,,15th (G18 Open),,,,,,,,,1 (18 USA),,,,,,,,,,,,,Rockwood Thunder 18 Elite
g18rwdth2gw,,,13 (17 USA),2 (18 Liberty),,,1st (G18 Liberty),,,,,,,,,,,,,,,,,,,,,,Rockwood Thunder 18 Navy
