g14evbac1rm,,,,,,,,,,,,,,8 (14 Club),,,,,,,,,,,,,,,EVA 14-1
g14evbal1ch,,,,,23 (14U Girls),,,,,,,,,,,,,,,,,,,,,,,,Eclipse 14
g14evbcs1ha,,,,75 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Elite 14 Premier
g14evbtc1ov,,,,,,,,3 (14 Open Girls),,None (14U Seeding),,,,,,,,,,,,,,,,,,,EliteVBTC 14 Black
g14evbtc2ov,,,,,,,,10 (14 Premier Girls),,None (14U Seeding),,,,,,,,,,,,,,,,,,,EliteVBTC 14 Blue
g14evbtc3ov,,,,,,,,13 (14 Club White),,,,,,,,,,,,,,,,,,,,,EliteVBTC 14 Pink
g14evbtc4ov,,,,,,,,13 (14 Club Black),,,,,,,,,,,,,,,,,,,,,Elite Juniors 14 Select
g14evelt1sc,,,,,,,,,,,,,,,,,,,,,,,,88th (14U),93rd (14U),,,,
g14evelt2sc,,,,,,,,,,,,,,,,,,,,,,,,327th (14U),324th (14U),,,,
g14evner1ne,,,,,,,,,,,,,,,,,,122 (13 Club),,,,,,,,,,,
g14excel1fl,,,,,,,,,,,,,,,,,,138 (13 Classic),,,,,,,,,,,EXCEL 14U BLACK
g14excel1nt,9 (13 & Under),15 (13 Open),,,,,,,,,,,2 (14 Invitational),,,,,,,,,,,,,,,,EXCEL 14 National Red
g14excel2nt,,5 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,EXCEL 14 National White
g14excnw1ce,,,,,,,,,,,,,,11 (14 Elite),,,,,,,,,,,,,,,Excel NW 14-1 Lux
g14excnw2ce,,,,,,,,,,,,,,7 (14 Club),,,,,,,,,,,,,,,Excel NW 14-2 Gold
g14exvbc1sc,,,,,,,,,,,,,,,,,,,,,,,,223th (14U),213rd (14U),,,,
g14exvbc2sc,,,,,,,,,,,,,,,,,,,,,,,,323th (14U),320th (14U),,,,
g14fbkvb1az,,,,,,,,,,,,,,,,,,17 (13 Club),,,,,,,,,,,
g14fceli1bg,,3 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,FC Elite 14 Navy
g14fceli2bg,,50 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,FC Elite 14 White
g14fceli3bg,,,,,,,,,,,,,,,,,,101 (13 Classic),,,,,,,,,,,FC Elite 14 Blue
g14fctry1sc,,,,,,,,,,,,,,,,,,,,,,,,96th (14U),81th (14U),,,,
g14fcvbc1su,,,,,,38 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,FCVBC 14-1
g14fgsva1fl,,,,,,,,,,,,,,,,,,3 (13 Aspire),,,,,,,,,,,Gulfside 14U Prime
g14fgsva2fl,,,,,,,,,,,,,,,,,,134 (13 Classic),,,,,,,,,,,Gulfside 14U Prime B
g14fgsva3fl,,,,,,,,,,,,,,,,,,121 (13 Classic),,,,,,,,,,,Gulfside 14U Elite
g14fhill1sc,,,,,,,,,,,,,,,,,,,,,,,,152nd (14U),149th (14U),,,,
g14fhill2sc,,,,,,,,,,,,,,,,,,,,,,,,344th (14U),349th (14U),,,,
g14field1nt,,3 (13 USA),,,,,,,,,,,17 (14 Invitational),,,,,,,,,,,,,,,,FH 14.1 Ikaika AC/AS
g14figsv1sc,,,,,,,,,,,,,,,,,,,,,,,,120th (14U),121st (14U),,,,
g14figsv2sc,,,,,,,,,,,,,,,,,,,,,,,,303rd (14U),300th (14U),,,,
g14finit1sc,,,,,,,,,,,,,,,,,,,,,,,,164th (14U),161th (14U),,,,
g14fivai1fl,,,,,,,,,,,,,,,,,,17 (13 Spirit),,,,,,,,,,,
g14fivai2fl,,,,,,,,,,,,,,,,,,66 (13 Spirit),,,,,,,,,,,
g14five11lk,,,,,,,,,,,,3 (14 Premier),,,,,,,,,,,,,,,,,Five:1 14-Black
g14five12lk,,,,,,,,,,,,11 (14 Club),,,,,,,,,,,,,,,,,Five:1 14-Blue
g14flelt1fl,,3 (13 American),,,,,,,,,,,,,,,,29 (13 Club),,,,,,,,,,,FEVA 14 Katia
g14flelt2fl,,,,,,,,,,,,,,,,,,9 (13 Classic),,,,,,,,,,,FEVA 14 Jen
g14flelt3fl,,,,,,,,,,,,,,,,,,25 (13 Classic),,,,,,,,,,,FEVA 14 Alexis
g14flelt4fl,,,,,,,,,,,,,,,,,,134 (13 Classic),,,,,,,,,,,FEVA 14 Kate
g14flelt5fl,,,,,,,,,,,,,,,,,,157 (13 Classic),,,,,,,,,,,FEVA 14 Courtney
g14flgas1az,,,,,,23 (14 Open),,,,,,,,,,,,,,,,,,,,,,,Ascent 14 Black
g14flgas3az,,,,,,71 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Ascent 14 White
g14fllow1sc,,,,,,,,,,,,,,,,,,,,,,,,53th (14U),57th (14U),,,,
g14flutd1fl,,50 (13 American),,,,,,,,,,,,,,,,3 (13 Aspire),,,,,,,,,,,FTLUTD 14U Fusion A
g14flutd2fl,,,,,,,,,,,,,,,,,,45 (13 Spirit),,,,,,,,,,,FTLUTD 14U Nuclear N
g14flutd3fl,,,,,,,,,,,,,,,,,,57 (13 Classic),,,,,,,,,,,FTLUTD 14U Nuclear H
g14fmvbc1de,,23 (13 Patriot),,3 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,501 Volley 14.1 National
g14fmvbc2de,,,,29 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,501 Volley 14.2 National
g14focus1so,,,,,,,,,,,,,,,,,,25 (13 Classic),,,,,,,,,,,
g14force1nc,,19 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,SynergyForce  G 14-1 Natl
g14force1ov,,,,,,,,9 (14 Open Girls),,,,5 (14 Premier),,,,,,,,,,,,,,,,,ForceVC 14-1
g14force2ov,,,,,,,,9 (14 Club White),,,,,,,,,,,,,,,,,,,,,ForceVC 14-2
g14force3ov,,,,,,,,15 (14 Club Black),,,,,,,,,,,,,,,,,,,,,ForceVC 14-3
g14forza1gl,,,,,,,,,,,,,,,,,,122 (13 Club),,,,,,,,,,,Forza 14-BLK
g14forza1sc,,31 (13 American),,,,,,,,,,,,,,,,,,,,,,49th (14U),41th (14U),,,,FORZA1 14 ONE
g14forza2gl,,,,,,,,,,,,,,,,,,81 (13 Aspire),,,,,,,,,,,Forza -14 Orange
g14forza2sc,,58 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,116th (14U),121st (14U),,,,FORZA1 14 ONE Courtney
g14forza3sc,,,,,,,,,,,,,,,,,,,,,,,,136th (14U),137th (14U),,,,FORZA1 14 National Red
g14forza4sc,,,,,,,,,,,,,,,,,,,,,,,,243rd (14U),241st (14U),,,,
g14forza5sc,,,,,,,,,,,,,,,,,,,,,,,,327th (14U),324th (14U),,,,
g14forzn1sc,,27 (13 USA),,,,,,,,,,,,,,,,,,,,,,25th (14U),13th (14U),,,,FORZA1 NORTH 14 ONE
g14forzn2sc,,31 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,112th (14U),109th (14U),,,,FORZA1 NORTH 14 National
g14forzn3sc,,,,,,,,,,,,,,,,,,,,,,,,124th (14U),133th (14U),,,,
g14forzn4sc,,,,,,,,,,,,,,,,,,,,,,,,196th (14U),193th (14U),,,,
g14forzn5sc,,,,,,,,,,,,,,,,,,,,,,,,271st (14U),261th (14U),,,,
g14forzn6sc,,,,,,,,,,,,,,,,,,,,,,,,267th (14U),281th (14U),,,,
g14fourc1pm,,,,,,,,,,,,,,,,,,1 (13 Aspire),,,,,,,,,,,
g14fovbc1lk,,,,,,,,,,None (14U Seeding),,3 (14 Open),,,,,,2 (13 Open),,,,,,,,,,,FaR Out 14 Black
g14fovbc2lk,,,,,,,,,,,,13 (14 Premier),,,,,,11 (13 Spirit),,,,,,,,,,,FaR Out 14 Gold
g14freed1ha,,,,73 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Freedom 14 White
g14frfly1nt,,,,,,,,,,,,,,,,,,28 (13 Open),,,,,,,,,,,Flyers 14 USA-Brian
g14frogs1nt,13 (13 & Under),11 (13 Open),,,,,,,,,,,1 (14 Invitational),,,,,,,,,,,,,,,,MADFROG 14'S N GREEN
g14frogs2nt,,11 (13 USA),,,,,,,,,,,19 (14 Invitational),,,,,,,,,,,,,,,,MADFROG 14'S N BLACK
g14frogs4nt,,39 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14frogs5nt,,,,,,,,,,,,,,,,,,149 (13 Classic),,,,,,,,,,,
g14frogs6nt,,,,,,,,,,,,,,,,,,64 (13 Aspire),,,,,,,,,,,MADFROG 14'S N GOLD
g14frvbc1rm,,,,,,,,,,,,,,3 (14 Elite),,,,,,,,,,,,,,,FRVBC 14-1 Black
g14frvbc2rm,,,,,,,,,,,,,,5 (14 Club),,,,,,,,,,,,,,,FRVBC 14-2 Red
g14fsfvb1so,,42 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,575 VB 14-1 Jessie WS
g14fsfvb2so,,,,,,,,,,,,,,,,,,47 (13 Club),,,,,,,,,,,575 VB 14-1 Derick PCVC
g14fsfvb3so,,,,,,,,,,,,,,,,,,89 (13 Classic),,,,,,,,,,,575 VB 14-1 Jeff LP
g14fsfvb4so,,,,,,,,,,,,,,,,,,40 (13 Spirit),,,,,,,,,,,575 VB 14-2 Marissa WS
g14fsion1gl,,33 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,Club Fusion 14-1 National
g14fsion8gl,,,,,,,,,,,,,,,,,,85 (13 Classic),,,,,,,,,,,
g14fsjvb1de,,41 (13 National),,27 (15 Club),,,,,,,,,,,,,,,,,,,,,,,,,FSJ 14 Elite
g14gator1ov,,,,,,,,,,,,15 (14 Club),,,,,,,,,,,,,,,,,Gators VBC 14 Premier
g14gator2ov,,,,,,,,,,,,14 (14 Club),,,,,,,,,,,,,,,,,Gators VBC 14 Elite
g14gcbus1ov,,,,,,,,9 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,GCVC 14 Silver
g14gcbus2ov,,,,,,,,5 (14 Club White),,,,,,,,,,,,,,,,,,,,,GCVC 14 Blue
g14gcinc1ov,,,,,,,,,,,,21 (14 Premier),,,,,,,,,,,,,,,,,14-Stewart
g14gjvbc1fl,,,,,,,,,,,,,,,14 (14 Open),,,91 (13 Aspire),,,,,,,,,,,GJ 14 PREMIER
g14gldwt1sc,,,,,,,,,,,,,,,,,,,,,,,,72th (14U),73th (14U),,,,Goldenwest 14 Asics
g14gldwt2sc,,,,,,,,,,,,,,,,,,,,,,,,204th (14U),213rd (14U),,,,
g14gpont1fl,,18 (13 National),,,,,,,,,,,,,,,,5 (13 Open),,,,,,,,,,,GP 14 Rox
g14gpont2fl,,19 (13 American),,,,,,,,,,,,,,,,5 (13 Aspire),,,,,,,,,,,GP 14 Premier
g14gpont3fl,,,,,,,,,,,,,,,,,,3 (13 Classic),,,,,,,,,,,GP 14 Elite
g14gpont4fl,,,,,,,,,,,,,,,,,,35 (13 Classic),,,,,,,,,,,GP 14 State
g14gpont6fl,,,,,,,,,,,,,,,,,,41 (13 Classic),,,,,,,,,,,
g14grand1pm,,,,,,,,,,,,,,,,,,9 (13 Club),,,,,,,,,,,Coast United 14
g14gzoom1ha,,,,33 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Zoom 14-1 Angie/Addie
g14hbcvc1sc,,,,,,,,,,,,,,,,,,,,,,,,140th (14U),137th (14U),,,,
g14hcaxi1ls,,,,,,,,,,,,,43 (14 National),,,,,,,,,,,,,,,,Hill Country Axis 14 Blue
g14hcmav1lk,,,,,,,,,,,,,,,,,,70 (13 Spirit),,,,,,,,,,,
g14hcvba20fl,,,,,,,,,,,,,,,,,,158 (13 Classic),,,,,,,,,,,14 Windermere
g14hcvba30fl,,,,,,,,,,,,,,,,,,42 (13 Spirit),,,,,,,,,,,
g14hedln1ov,,,,,,,,,,,,,,,,,,21 (13 Aspire),,,,,,,,,,,Headlines VBC 14 Navy
g14hedln2ov,,,,,,,,,,,,,,,,,,152 (13 Classic),,,,,,,,,,,Headlines VBC 14 Orange
g14heroe1ls,,,,,,,,,,,,,37 (14 National),,,,,,,,,,,,,,,,Heroes 14 Delta
g14hforc1ls,,,,,,,,,,,,,43 (14 National),,,,,,,,,,,,,,,,Houston Force 14 Empire
g14hforc3ls,,,,,,,,,,,,,,,,,,59 (13 Aspire),,,,,,,,,,,
g14highd1rm,,,,,,,,,,,,,,13 (14 Elite),,,,,,,,,,,,,,,High Desert Elite 14 E
g14highv1ha,,,,63 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Highlands 14 Black
g14highv2ha,,,,89 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Highlands 14 Orange
g14hitim1ah,,41 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14hkjvb1ne,,,,,,,,,,,,,,,,,,35 (13 Spirit),,,,,,,,,,,Husky 14 National
g14holly1ov,,,,,,,,20 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,Hollywood Rise 14 Elite
g14hoopa1mk,,47 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14horse1ke,,,,,,,,7 (14 Club White),,,,,,,,,,,,,,,,,,,,,Horseshoe VBC 14-Red
g14horse2ke,,,,,,,,7 (14 Club Black),,,,,,,,,,,,,,,,,,,,,Horseshoe VBC 14-Black
g14hosky1ls,,15 (13 Open),,,,,,,,,,,3 (14 Invitational),,,,,,,,,,,,,,,,H Skyline 14 Royal
g14hosky2ls,,19 (13 USA),,,,,,,,,,,21 (14 Invitational),,,,,,,,,,,,,,,,H Skyline 14 Black
g14houjr1ls,26 (13 & Under),1 (13 Patriot),,,,,,,,,,,9 (14 Invitational),,,,,,,,,,,,,,,,HJV 14 ELITE
g14houjr2ls,,18 (13 Patriot),,,,,,,,,,,19 (14 National),,,,,,,,,,,,,,,,HJV 14 PREMIER
g14houpa1ls,,,,,,,,,,,,,,,,,,37 (13 Classic),,,,,,,,,,,HPRIME14Gold
g14hprep1ls,,,,,,,,,,,,,19 (14 National),,,,,,,,,,,,,,,,H. Prep 14 Mizuno
g14hpstl1gw,,7 (13 Open),,,,,,,,,,,,,,,,,,,,,,,,,,,HPSTL 14 Royal
g14hpstl2gw,,5 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,HP South 14 Premier
g14hpstl3gw,,27 (13 USA),,,,,,,,,,,,,,,,,,,,,,,,,,,HP Illinois 14 National
g14hpstl5gw,,26 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14hpvba1lk,,,,,,,,,,,,15 (14 Premier),,,,,,,,,,,,,,,,,HP 14-1
g14hpvba2lk,,,,,,,,,,,,9 (14 Club),,,,,,,,,,,,,,,,,HP 14-2
g14hrizn1sc,,,,,,,,,,,,,,,,,,,,,,,,275th (14U),277th (14U),,,,
g14hsevb1ho,,,,,,,,12 (14 Open Girls),,,,,,,,,,,,,,,,,,,,,Legacy 14-1
g14hsevb2ho,,,,,,,,19 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,Phoenix 14-2
g14hstar1ls,,,,,,,,,,,,,51 (14 National),,,,,,,,,,,,,,,,HOU STARS - 14 Adidas
g14hsvba1ls,,34 (13 Patriot),,,,,,,,,,,15 (14 National),,,,,,,,,,,,,,,,HOU STELLAR 14 ELITE
g14hsvba2ls,,,,,,,,,,,,,29 (14 National),,,,,,,,,,,,,,,,HOU STELLAR 14 PREMIER
g14huntr1fl,,,,,,,,,,,,,,,,,,25 (13 Classic),,,,,,,,,,,Hunter's 14U Black
g14huntr2fl,,,,,,,,,,,,,,,,,,117 (13 Classic),,,,,,,,,,,Hunter's 14U Red Travel
g14hvavb1ls,,51 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14hvolt2fl,,,,,,,,,,,,,,,,,,56 (13 Spirit),,,,,,,,,,,
g14iamvc1bg,,2 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,I AM VBC 14 Red
g14iarck1ia,,35 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa Rockets 14R
g14iautd1ia,,5 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,Iowa United 141 Elite
g14icavc1sc,,,,,,,,,,,,,,,,,,,,,,,,80th (14U),77th (14U),,,,
g14icavc2sc,,,,,,,,,,,,,,,,,,,,,,,,235th (14U),225th (14U),,,,
g14iconm1sc,,27 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,29th (14U),33rd (14U),,,,ICON VBC 14 Adidas
g14iconm2sc,,,,,,,,,,,,,,,,,,,,,,,,255th (14U),241st (14U),,,,
g14iconm3sc,,,,,,,,,,,,,,,,,,,,,,,,287th (14U),273rd (14U),,,,
g14idcrs1im,,2 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,ID Crush 14 Bower
g14idone1im,,21 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,Idaho ONE 14 Elite
g14ievbc1gl,,,,,,,,,,,,,,,,,,111 (13 Club),,,,,,,,,,,Illini Elite 14 Cardinal
g14ievbc2gl,,,,,,,,,,,,,,,,,,53 (13 Classic),,,,,,,,,,,Illini Elite 14 Black
g14ignit1az,,,,,,5 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Ignite AZ 14 National
g14ignit1ls,,,,,,,,,,,,,37 (14 National),,,,,,,,,,,,,,,,Ignite 14 Blaze
g14ignit1ov,,,,,,,,5 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,IGNITE 14 BLUE
g14ignit2az,,,,,,23 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Ignite AZ 14 National 2
g14ignit2ov,,,,,,,,11 (14 Club Black),,,,,,,,,,,,,,,,,,,,,IGNITE 14 RED
g14ignit3az,,,,,,57 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Ignite AZ 14 Inferno
g14ignit4az,,,,,,68 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Ignite AZ 14 Heat
g14ignte1ho,,47 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Ignite 14 Elite
g14impct1ia,,,,,,,,,,,,,,,,,,34 (13 Aspire),,,,,,,,,,,Iowa Impact 141 Elite
g14imuau1sc,,54 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,88th (14U),81th (14U),,,,IMUA UVC 14 UA
g14imuau2sc,,,,,,,,,,,,,,,,,,,,,,,,184th (14U),185th (14U),,,,
g14imuau3sc,,,,,,,,,,,,,,,,,,,,,,,,338th (14U),351th (14U),,,,
g14infin1rm,,,,,,39 (13/14 Club),,,,,,,,,,,,,,,,,,,,,,,Infinity 14-National
g14infty1nt,,,,,,,,,,,,,,,,,,19 (13 Spirit),,,,,,,,,,,IVC 14 National Blue
g14innov1pu,,,,,,,,,,,,,,,,,,41 (13 Classic),,,,,,,,,,,InnovativeVC 14-1Gretchen
g14innov2pu,,,,,,,,,,,,,,,,,,57 (13 Classic),,,,,,,,,,,InnovativeVC 14-2 Raymond
g14inspr1ov,,,,,,,,5 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,Inspire CLE 14 Sunrise
g14inspr2ov,,,,,,,,17 (14 Club Black),,,,,,,,,,,,,,,,,,,,,Inspire CLE 14 Twilight
g14inspr3ov,,,,,,,,23 (14 Club Black),,,,,,,,,,,,,,,,,,,,,Inspire CLE 14 Firefly
g14integ1nt,,,,,,,,,,,,,23 (14 National),,,,,,,,,,,,,,,,Integrity 14 Intense Blue
g14inten1pm,,,,,,,,,,,,,,,,,,42 (13 Spirit),,,,,,,,,,,Intense Adidas 14U AE
g14intgr1ke,,,,,,,,,,,,,,,,,,51 (13 Classic),,,,,,,,,,,Club Integrity 14-1
g14invas1ha,,29 (13 Patriot),,43 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Invasion 14-Black
g14invas2ha,,,,17 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Invasion 14-Blue
g14invba1de,,,,,,,,,,,,,,,,,,22 (13 Premier),,,,,,,,,,,IVBA 14 REN
g14itgty1gw,,,,,,,,,,,,,,,,,,130 (13 Club),,,,,,,,,,,Integrity Elite 14U Black
g14ivbcf1sc,,,,,,,,,,,,,,,,,,,,,,,,53th (14U),53th (14U),,,,Ignite  14 National
g14ivbcf2sc,,,,,,,,,,,,,,,,,,,,,,,,148th (14U),149th (14U),,,,
g14ivbcf3sc,,,,,,,,,,,,,,,,,,,,,,,,152nd (14U),153rd (14U),,,,
g14ivbcf4sc,,,,,,,,,,,,,,,,,,,,,,,,216th (14U),221th (14U),,,,
g14ivvbc1sc,,,,,,,,,,,,,,,,,,,,,,,,128th (14U),121st (14U),,,,
g14ivvbc2sc,,,,,,,,,,,,,,,,,,,,,,,,263th (14U),269th (14U),,,,
g14jamme1ah,,,,,,,,,,,,,,,,,,9 (13 Premier),,,,,,,,,,,
g14jaxjr1fl,,,,,,,,,,,,,,,5 (14 Open),,,,,,,,,,,,,,JJVA 14 Teal
g14jaxjr2fl,,,,,,,,,,,,,,,,,,33 (13 Club),,,,,,,,,,,JJVA 14 Black
g14jelly1fl,,,,,,,,,,,,,,,,,,73 (13 Classic),,,,,,,,,,,Jellys 14Black
g14jhnsn1ia,,,,37 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Johnston 14 National
g14jocov1cr,,,,,9 (14U Girls),,,,,,,,,,,,,,,,,,,,,,,,JoCo 14 Black
g14johns1fl,,,,,,,,,,,,,,,,,,127 (13 Classic),,,,,,,,,,,
g14jorge2ho,,,,,,,,7 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,JVC 14-2
g14jrvbc1bg,,,,,,,,,,,,,,,,,,14 (13 Aspire),,,,,,,,,,,WI Juniors 14-1's
g14jrvbc2bg,,,,,,,,,,,,,,,,,,133 (13 Classic),,,,,,,,,,,608 Juniors 14-1's
g14jrvbc3bg,,,,,,,,,,,,,,,,,,49 (13 Classic),,,,,,,,,,,Milwaukee Jr's 14-1's
g14jrvbc4bg,,,,,,,,,,,,,,,,,,101 (13 Classic),,,,,,,,,,,WI Juniors 14-Elite
g14jstag1bg,,55 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,JAG VBC 14-Red National
g14jtaav1fl,,13 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,Jupiter Elite 14E
g14jugge1rm,,,,,,,,,,,,,,9 (14 Elite),,,,,,,,,,,,,,,Juggernaut 14-National1
g14jugge2rm,,,,,,,,,,,,,,9 (14 Club),,,,,,,,,,,,,,,Juggernaut 14-National 2
g14k1vol4pu,,,,,,,,,,,,,,,,,,11 (13 Open),,,,,,,,,,,
g14k1vol9pu,,,,,,,,,,,,,,,,,,21 (13 Open),,,,,,,,,,,
g14kairo1no,29 (13 & Under),,,,,,,,,,,,,,,,,3 (13 Premier),,,,,,,,,,,Kairos 14 Alpha
g14kairo2no,,,,,,,,,,,,,,,,,,47 (13 Club),,,,,,,,,,,Kairos 14 Beta
g14kairo3no,,,,,,,,,,,,,,,,,,5 (13 Classic),,,,,,,,,,,Kairos 14 Gamma
g14katuv1ls,,,,,,,,,,,,,5 (14 National),,,,,33 (13 Club),,,,,,,,,,,Katy United 14 adidas
g14katuv2ls,,,,,,,,,,,,,,,,,,94 (13 Club),,,,,,,,,,,Katy United 14 Molten
g14kaulu2ah,,,,,,,,,,,,,,,,,,23 (13 Club),,,,,,,,,,,
g14kcvab1su,,9 (13 American),,,,,,,,,,,,,,,,,,,,,,,,,,,
g14kfire1ha,,,,50 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,KC FIRE 14-1
g14knvbc1ha,,,,17 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,KNVBC 14 Showtime
g14knvbc2ha,,,,25 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,KNVBC 14-2
g14kokor1sc,,,,,,,,,,,,,,,,,,,,,,,,291th (14U),292th (14U),,,,
g14kokro1no,,,,,,,,,,,,,,,,,,23 (13 Club),,,,,,,,,,,Kokoro Volleyball 14-1
g14krvbc1lk,,,,,,,,,,,,,,,,,,2 (13 Classic),,,,,,,,,,,Krush VBC 14 National
g14krvbc1ls,,,,,,,,,,,,,23 (14 National),,,,,,,,,,,,,,,,KW Revolution 14 Elite
g14ktvbc1so,,,,,,,,,,,,,,,,,,25 (13 Open),,,,,,,,,,,K2 14 Elite
g14kvahi1ah,,30 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,,,,,,Kako'o 14 Richard
g14kznjr1ok,,,,,,,,,,,,,,,,,,89 (13 Aspire),,,,,,,,,,,
g14l2vbc1lk,,,,,,,,,,,,20 (14 Open),,,,,,33 (13 Premier),,,,,,,,,,,L2 141
g14l2vbc2lk,,,,,,,,,,,,15 (14 Premier),,,,,,130 (13 Club),,,,,,,,,,,L2 142
g14l2vbc3lk,,,,,,,,,,,,17 (14 Club),,,,,,,,,,,,,,,,,L2 143
g14lands1ha,,,,33 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Landshark 14 Black
g14lands2ha,,,,93 (14 Club),,,,,,,,,,,,,,,,,,,,,,,,,Landsharks 14 Blue
g14lavae1sc,,,,,,,,,,,,,,,,,,,,,,,,188th (14U),185th (14U),,,,
g14lavae2sc,,,,,,,,,,,,,,,,,,,,,,,,283th (14U),285th (14U),,,,
g14lavai1sc,,,,,,,,,,,,,,,,,,,,,,,,45th (14U),49th (14U),,,,
g14lavai2sc,,,,,,,,,,,,,,,,,,,,,,,,180th (14U),177th (14U),,,,
g14lavai3sc,,,,,,,,,,,,,,,,,,,,,,,,335th (14U),320th (14U),,,,
g14lavam1sc,,,,,,,,,,,,,,,,,,,,,,,,243rd (14U),249th (14U),,,,
g14lavan1sc,,,,,,,,,,,,,,,,,,,,,,,,128th (14U),121st (14U),,,,
g14lavan2sc,,,,,,,,,,,,,,,,,,,,,,,,200th (14U),197th (14U),,,,
g14lavan3sc,,,,,,,,,,,,,,,,,,,,,,,,279th (14U),277th (14U),,,,
g14lavan4sc,,,,,,,,,,,,,,,,,,,,,,,,331st (14U),332nd (14U),,,,
g14lavas1sc,,,,,,,,,,,,,,,,,,,,,,,,72th (14U),69th (14U),,,,LAVA Shack 14 Molten
g14lavas2sc,,,,,,,,,,,,,,,,,,,,,,,,148th (14U),157th (14U),,,,
g14lavas3sc,,,,,,,,,,,,,,,,,,,,,,,,283th (14U),285th (14U),,,,
g14lavas4sc,,,,,,,,,,,,,,,,,,,,,,,,315th (14U),316th (14U),,,,
g14lavaw1sc,,21 (13 Patriot),,,,,,,,,,,,,,,,,,,,,,49th (14U),38th (14U),,,,LAVA West 14 Molten TR
g14lavaw2sc,,,,,,,,,,,,,,,,,,,,,,,,120th (14U),113th (14U),,,,LAVA West 14 Molten GG
g14lavaw3sc,,,,,,,,,,,,,,,,,,,,,,,,172th (14U),189th (14U),,,,
g14lavaw4sc,,,,,,,,,,,,,,,,,,,,,,,,247th (14U),253th (14U),,,,
g14lavaw5sc,,,,,,,,,,,,,,,,,,,,,,,,220th (14U),237th (14U),,,,
g14lavaw6sc,,,,,,,,,,,,,,,,,,,,,,,,295th (14U),296th (14U),,,,
g14lavaw7sc,,,,,,,,,,,,,,,,,,,,,,,,275th (14U),,,,,
g14lavbc1gc,,35 (13 National),,,,,,,,,,,,,,,,,,,,,,,,,,,LAV 14 National Black
g14lavbc1sc,,,,,,,,,,,,,,,,,,,,,,,,61st (14U),65th (14U),,,,
g14lavbc2sc,,,,,,,,,,,,,,,,,,,,,,,,235th (14U),249th (14U),,,,
g14laver1ls,,,,,,,,,,,,,29 (14 National),,,,,,,,,,,,,,,,LV 14 Avoli
g14layne2ov,,,,,,,,16 (14 Premier Girls),,,,,,,,,,,,,,,,,,,,,Layne Volleyball 14 Pink
