TeamName,TeamCode,OriginalTeamCode,FinishRank,DivisionName,EventName
Elevation 14 Case,g14eleva1ov,g14eleva1ov,19 (14 & Under),14 & Under,2026 Triple Crown NIT
KIVA 14 Red,g14akiva1pr,g14akiva1pr,21 (14 & Under),14 & Under,2026 Triple Crown NIT
Boiler Jrs 14O Gold,g14tavbj1ho,g14tavbj1ho,22 (14 & Under),14 & Under,2026 Triple Crown NIT
1United 14N Blue,g141unvb1nt,g141unvb1nt,23 (14 & Under),14 & Under,2026 Triple Crown NIT
GP 14 National,g14gpont1fl,g14gpont1fl,23 (14 & Under),14 & Under,2026 Triple Crown NIT
SC Rockstar 14- Libby,g14scroc1sc,g14scroc1sc,25 (14 & Under),14 & Under,2026 Triple Crown NIT
WPVC 14 Armour Black,g14wpvcb1fl,g14wpvcb1fl,26 (14 & Under),14 & Under,2026 Triple Crown NIT
CoJrs 14Jen,g14cojrs1rm,g14cojrs1rm,27 (14 & Under),14 & Under,2026 Triple Crown NIT
VCNebraska 14 Elite,g14vcneb1gp,g14vcneb1gp,27 (14 & Under),14 & Under,2026 Triple Crown NIT
Kairos 14 Alpha,g14kairo1no,g14kairo1no,29 (14 & Under),14 & Under,2026 Triple Crown NIT
MKE Sting 14 Gold,g14mlwst1bg,g14mlwst1bg,29 (14 & Under),14 & Under,2026 Triple Crown NIT
Sky High Adidas 14 Elite,g14skyhi1gl,g14skyhi1gl,29 (14 & Under),14 & Under,2026 Triple Crown NIT
Top Select 14 Elite,g14tsvba1fl,g14tsvba1fl,29 (14 & Under),14 & Under,2026 Triple Crown NIT
OT 14 T Jody,g14otbva1fl,g14otbva1fl,33 (14 & Under),14 & Under,2026 Triple Crown NIT
Academy 14 Diamond,g14ncvba1cr,g14ncvba1cr,34 (14 & Under),14 & Under,2026 Triple Crown NIT
Dal Skyline 14 Royal-Josh,g14skyln2nt,g14skyln2nt,35 (14 & Under),14 & Under,2026 Triple Crown NIT
FaR Out 14 Black,g14fovbc1lk,g14fovbc1lk,35 (14 & Under),14 & Under,2026 Triple Crown NIT
Mintonette Sports m.41,g14msprt1ov,g14msprt1ov,37 (14 & Under),14 & Under,2026 Triple Crown NIT
AZ REV 14 Premier,g14revol1az,g14revol1az,38 (14 & Under),14 & Under,2026 Triple Crown NIT
H Skyline 14 Royal,g14hosky1ls,g14hosky1ls,39 (14 & Under),14 & Under,2026 Triple Crown NIT
TAV 14 Black,g14txadv1nt,g14txadv1nt,39 (14 & Under),14 & Under,2026 Triple Crown NIT
HJV 14 ELITE,g14houjr1ls,g14houjr1ls,41 (14 & Under),14 & Under,2026 Triple Crown NIT
Club V 14 Prodigy Silver,g14clubv1im,g14clubv1im,42 (14 & Under),14 & Under,2026 Triple Crown NIT
KC Power 14-1,g14power1ha,g14power1ha,43 (14 & Under),14 & Under,2026 Triple Crown NIT
Sunshine 14 Westside,g14sunsh1sc,g14sunsh1sc,43 (14 & Under),14 & Under,2026 Triple Crown NIT
OT 14 O Omi,g14otbva2fl,g14otbva2fl,45 (14 & Under),14 & Under,2026 Triple Crown NIT
FC Elite 14 Navy,g14fceli1bg,g14fceli1bg,46 (14 & Under),14 & Under,2026 Triple Crown NIT
ATOMIC 14 Smack Premier,g14atomc1az,g14atomc1az,47 (14 & Under),14 & Under,2026 Triple Crown NIT
Northern Lights 14-1,g14nlite1no,g14nlite1no,47 (14 & Under),14 & Under,2026 Triple Crown NIT
Absolute 14 Black,g14absol1nc,g14absol1nc,49 (14 & Under),14 & Under,2026 Triple Crown NIT
Munciana 14 Chipmunks,g14munvb1ho,g14munvb1ho,50 (14 & Under),14 & Under,2026 Triple Crown NIT
MVVC G 14 Red,g14mouvi1nc,g14mouvi1nc,51 (14 & Under),14 & Under,2026 Triple Crown NIT
WAVE 14-Nancy,g14wvevb2sc,g14wvevb2sc,51 (14 & Under),14 & Under,2026 Triple Crown NIT
Austin Skyline 14 Royal,g14askyl1ls,g14askyl1ls,53 (14 & Under),14 & Under,2026 Triple Crown NIT
PineappleHP 14U,g14phpvb1ho,g14phpvb1ho,53 (14 & Under),14 & Under,2026 Triple Crown NIT
Pohaku 14-1,g14pohak1ha,g14pohak1ha,53 (14 & Under),14 & Under,2026 Triple Crown NIT
Rockwood Thunder 14 Elite,g14rwdth1gw,g14rwdth1gw,56 (14 & Under),14 & Under,2026 Triple Crown NIT
Legacy 14-2 ADIDAS,g14legvc2lk,g14legvc2lk,57 (14 & Under),14 & Under,2026 Triple Crown NIT
CUVC 14 Open,g14carun1cr,g14carun1cr,58 (14 & Under),14 & Under,2026 Triple Crown NIT
Triangle 14 Black,g14trngl1cr,g14trngl1cr,58 (14 & Under),14 & Under,2026 Triple Crown NIT
ATHENA VB 14-1 Gold National,g14athen1ce,g14athen1ce,60 (14 & Under),14 & Under,2026 Triple Crown NIT
Paramount VBC 14 Jaz,g14parvb1ch,g14parvb1ch,60 (14 & Under),14 & Under,2026 Triple Crown NIT
Tri-State Elite 14 Blue,g14trist1pr,g14trist1pr,60 (14 & Under),14 & Under,2026 Triple Crown NIT
SC Rockstar 14- Nicole,g14scroc2sc,g14scroc2sc,63 (14 & Under),14 & Under,2026 Triple Crown NIT
SG Elite 14 Roshambo,g14sgelt1sc,g14sgelt1sc,64 (14 & Under),14 & Under,2026 Triple Crown NIT
MADFROG 14'S N BLACK,g14frogs2nt,g14frogs2nt,65 (14 & Under),14 & Under,2026 Triple Crown NIT
Tstreet 14-Taylor,g14tstrt1sc,g14tstrt1sc,65 (14 & Under),14 & Under,2026 Triple Crown NIT
MN Select 14-1,g14mnsel1no,g14mnsel1no,67 (14 & Under),14 & Under,2026 Triple Crown NIT
NPJ Salem 14 National,g14npjvb1ce,g14npjvb1ce,67 (14 & Under),14 & Under,2026 Triple Crown NIT
NKYVC 14-1 Tsunami,g14nkyvc1pr,g14nkyvc1pr,69 (14 & Under),14 & Under,2026 Triple Crown NIT
SPVB 14 Elite,g14spvbc1gl,g14spvbc1gl,70 (14 & Under),14 & Under,2026 Triple Crown NIT
AVC CLE 14 Red,g14acavc1ov,g14acavc1ov,71 (14 & Under),14 & Under,2026 Triple Crown NIT
ID Crush 14 Holtzclaw,g14idcrs1im,g14idcrs1im,71 (14 & Under),14 & Under,2026 Triple Crown NIT
Club V 14 Prodigy Austin,g14clubv2im,g14clubv2im,73 (14 & Under),14 & Under,2026 Triple Crown NIT
MADFROG 15'S N GREEN,g15frogs1nt,g15frogs1nt,1 (15 & Under),15 & Under,2026 Triple Crown NIT
Legacy 15-1 ADIDAS,g15legvc1lk,g15legvc1lk,2 (15 & Under),15 & Under,2026 Triple Crown NIT
ARIZONA STORM 15 THUNDER,g15storm1az,g15storm1az,3 (15 & Under),15 & Under,2026 Triple Crown NIT
Dal Skyline 15 Royal-Ryan,g15skyln1nt,g15skyln1nt,3 (15 & Under),15 & Under,2026 Triple Crown NIT
Boiler Jrs 15O Gold,g15tavbj1ho,g15tavbj1ho,5 (15 & Under),15 & Under,2026 Triple Crown NIT
KC Power 15-1,g15power1ha,g15power1ha,5 (15 & Under),15 & Under,2026 Triple Crown NIT
A5 15-Kelly,g15afive1so,g15afive1so,7 (15 & Under),15 & Under,2026 Triple Crown NIT
