g13stars2fl,Five Stars 13U Premier,,,,,,,,,,,,,,35 (12 Classic),,,,,,,,
g13steel1fl,STEEL 13 NAVY,,,,,,,,,,,,,,141 (12 Classic),,,,,,,,
g13stjrv1ho,Stars Jr VBC 13-1,,,,,,,,,,17 (13 Club Red),,,,,,,,,,,,
g13storm1az,ARIZONA STORM 13 THUNDER,7 (12 & Under),13 (12 National),,,,,,,,,,,,,,,,,,,,
g13storm2az,ARIZONA STORM 13LIGHTNING,,19 (12 Patriot),,,,,,,,,,,,,,,,,,,,
g13striv1su,El Paso STRiVE 13s Black,,,,,,,,21 (13 National),,,,,,,,,,,,,,
g13stvac1ls,STVA 13 Mizuno,,22 (12 Patriot),,,,,,19 (13 National),,,,,,,,,,,,,,
g13stvac2ls,STVA 13 Navy,,,,,,,,31 (13 National),,,,,,,,,,,,,,
g13sudni1ps,SIVBC 13 Cyclone,,55 (12 American),,,,,,,,,,,,,,,,,,,,
g13sumvb1ho,Summit 13 Blue Elite,,,,,,,13 (13 Club),,,5 (13 Club Red),,,,,,,,,,,,
g13sumvb2ho,Summit 13 Orange Elite,,,,,,,,,,17 (13 Club White),,,,,,,,,,,,
g13sunsh1sc,Sunshine 13 Westside,,18 (12 National),,,,,,,,,,,,,,,3rd (13U Event #1),,,,,
g13sunsh3sc,Sunshine 13 Elite,,45 (12 Patriot),,,,,,,,,,,,,,,57th (13U Event #1),,,,,
g13sunsh4sc,Sunshine 13 Excel,,,,,,,,,,,,,,,,,77th (13U Event #1),,,,,
g13sunsh6sc,Sunshine 13 Premier,,,,,,,,,,,,,,,,,125th (13U Event #1),,,,,
g13swvbc1ov,Southwest 13N1 Alex Emily,,41 (12 American),,7 (13 Open),,,,,,13 (13 Premier),,,,,,,,,,,,
g13swvbc2ov,Southwest 13N2 Tanya,,,,5 (13 Club),,,,,,2 (13 Club Blue),,,,,,,,,,,,
g13tavbc1ho,Academy 13-1O Eagles,,,,,,,21 (13 Open),,,17 (13 Open),None (13-14 Girls Full Schedule),,,21 (12 Open),,,,,,,,
g13tavbc2ho,Academy 13-2E Falcons,,,,,,,,,,23 (13 Premier),None (13-14 Girls Full Schedule),,,59 (12 Club),,,,,,,,
g13tavbj1ho,Boiler Jrs 13-1O Gold,,13 (12 National),,,,,3 (13 Open),,,1 (13 Open),None (13-14 Girls Full Schedule),,,3 (12 Open),,,,,,,,
g13tavbj2ho,Boiler Jrs 13-2E Black,,,,,,,,,,29 (13 Premier),None (13-14 Girls Full Schedule),,,65 (12 Club),,,,,,,,
g13tavho1ls,TAV Houston 13 Adidas,,3 (12 American),,,,,,,,,,,,,,,,,,,,
g13tavms1ho,Monon 13-1O Cardinals,,,,,,,,,,13 (13 Open),None (13-14 Girls Full Schedule),,,19 (12 Premier),,,,,,,,
g13tavms2ho,Monon 13-2E Parrots,,,,,,,,,,13 (13 Premier),None (13-14 Girls Full Schedule),,,48 (12 Club),,,,,,,,
g13tejas1nt,Tejas 13 Black,,6 (12 USA),,,,,,,,,,,,,,,,,,,,
g13theed1rm,The EDGE 13 Walter,,,,,,,,,5 (13 Elite),,,,,17 (12 Classic),,,,,,,,
g13three1fl,305 VBC 13N Rafa,,33 (12 American),,,,,,,,,,,,13 (12 Club),,,,,,,,
g13three2fl,305 VBC 13S Thalia,,,,,,,,,,,,,,53 (12 Classic),,,,,,,,
g13titan1pu,Titanas Christian 13,,,,,,,,,,,,,,26 (12 Premier),,,,,,,,
g13tivbc1ho,TI Elite 13.1,,,,,,,,,,18 (13 Open),,,,,,,,,,,,
g13tivbc4ho,TI Elite 13 SS,,,,,,,,,,5 (13 Premier),,,,,,,,,,,,
g13tkvbc1so,TK 13 Wave,,,,,,,,,,,,,,86 (12 Classic),,,,,,,,
g13tlgcy1ls,TX LEGACY 13 ELITE,,5 (12 Patriot),,,,,,5 (13 National),,,,,,,,,,,,,,
g13tlgcy2ls,TX LEGACY 13 ADIDAS,,,,,,,,27 (13 National),,,,,,,,,,,,,,
g13tmdyn1ha,DYNASTY 13 Black,7 (12 & Under),9 (12 National),,,,,,,,,,,,,,,,,,,,
g13tnpfc1so,TPV 13-Zulu,,,,,,,,,,17 (13 Premier),,,,,,,,,,,,
g13tnpfc2so,TPV 13-Yankee,,,,,,,,,,23 (13 Club Red),,,,,,,,,,,,
g13tntvb1ke,TNT 13U Roadrunner,,,,,,,,,,,,,,73 (12 Club),,,,,,,,
g13tnvbc1fl,Tampa North 13 Black,,,,,,,,,,,,,,5 (12 Premier),,,,,,,,
g13toldv1ov,TDV 13Elite,,,,,,,,,,9 (13 Club Blue),,,,,,,,,,,,
g13tolvc1ov,TVC 13-Black,,,,,,,,,,21 (13 Premier),,,,,,,,,,,,
g13tolvc2ov,TVC 13-Royal,,,,,,,,,,17 (13 Club White),,,,,,,,,,,,
g13tolvc3ov,TVC 13-Silver,,,,,,,,,,19 (13 Club Red),,,,,,,,,,,,
g13tpflt1gl,Top Flight 13 Theta,,,,,,,,,,,,,,136 (12 Classic),,,,,,,,
g13tpine1ho,Pineapple 13 Black,,,,4 (13 Open),,,,,,12 (13 Open),None (13-14 Girls Full Schedule),,,,,,,,,,,
g13tpv241so,TPV 13-Zulu,,,,,,,,,,,,,,37 (12 Classic),,,,,,,,
g13tribe1fl,Tribe 13 Elite Cardinal,,1 (12 National),,,,1 (13G Open),,,,,,,,5 (12 Open),,,,,,,,
g13tribe2fl,Tribe 13 Elite Navy,,,,,,5 (13G Open),,,,,,,,41 (12 Classic),,,,,,,,
g13tribe3fl,Tribe 13 Premier Cardinal,,,,,,,,,,,,,,110 (12 Classic),,,,,,,,
g13trist1pr,Tri-State Elite 13 Blue,,,,,,,11 (13 Open),,,,None (13-14 Girls Full Schedule),,,20 (12 Premier),,,,,,,,
g13trist2pr,Tri-State Elite 13 White,,,,,,,5 (13 Club),,,,None (13-14 Girls Full Schedule),,,,,,,,,,,
g13trngl1cr,Triangle 13 Black,,,,,,,,,,,,,,30 (12 Premier),,,,,,,,
g13trngl2cr,Triangle 13 Blue,,,,,,,,,,,,,,35 (12 Club),,,,,,,,
g13trngl3cr,Triangle 13 White,,,,,,,,,,,,,,116 (12 Classic),,,,,,,,
g13tstie1sc,Tstreet IE 13-Taylor,,,,,,,,,,,,,,,,,37th (13U Event #1),,,,,
g13tstrt1sc,Tstreet 13-PJ,,11 (12 Patriot),,,,,,,,,,,,,,,17th (13U Event #1),,,,,
g13tstrt2sc,Tstreet 13-KC,,,,,,,,,,,,,,,,,38th (13U Event #1),,,,,
g13tsuna1so,Tsunami S131E Kristine,,59 (12 American),,,,,,,,,,,,,,,,,,,,
g13tsuna2so,Tsunami S132E Katherine,,,,,,,,,,,,,,43 (12 Club),,,,,,,,
g13tsuna3so,Tsunami  C131E Kelly,,,,,,,,,,,,,,97 (12 Classic),,,,,,,,
g13tsuna4so,Tsunami N131E Dustin,,,,,,,,,,,,,,41 (12 Classic),,,,,,,,
g13tsvba1fl,Top Select 13 Elite,,5 (12 National),,,,,,,,,,,,9 (12 Open),,,,,,,,
g13tsvba2fl,Top Select 13 Top Blue,,,,,,,,,,,,,,131 (12 Classic),,,,,,,,
g13twsky1ls,TW Skyline 13 Royal,,13 (12 Patriot),,,,,,13 (13 National),,,,,,,,,,,,,,
g13twsky2ls,TW Skyline 13 Black,,,,,,,,27 (13 National),,,,,,,,,,,,,,
g13txadv1nt,TAV 13 Black,,21 (12 American),,,,,,,,,,,,,,,,,,,,
g13txtor1ls,Texas Tornados 13Adidas,,43 (12 Patriot),,,,,,,,,,,,,,,,,,,,
g13txuni1ls,Texas United  13Red,,1 (12 Patriot),,,,,,13 (13 National),,,,,,,,,,,,,,
g13ultim1gl,Ultimate Asics G13 Gold,,43 (12 American),,,,,,,,,,,,,,,,,,,,
g13unifi1lk,Unified 13-1,,,,,,,,,,9 (13 Club White),,,,,,,,,,,,
g13union1pr,UNION 13 UA Black,,,,,,,,,,17 (13 Premier),,,,10 (12 Club),,,,,,,,
g13union2pr,UNION 13 UA Green,,,,,,,,,,3 (13 Club Red),,,,67 (12 Club),,,,,,,,
g13union3pr,UNION 13 Purple,,,,,,,,,,19 (13 Club Blue),,,,,,,,,,,,
g13unite1fl,Tampa United VBA 13B ROX,,30 (12 American),,,,,,,,,,,,,,,,,,,,
g13unvba2ls,United VBA 13 Purple,,13 (12 Patriot),,,,,,,,,,,,,,,,,,,,
g13uotvb1fl,Upontop 13 Elite,,,,,,,,,,,,,,33 (12 Classic),,,,,,,,
g13usaso1fl,USA South 13 Premier Purp,,,,,,,,,,,,,,13 (12 Club),,,,,,,,
g13usaso2fl,USA South 13 Premier Blac,,,,,,,,,,,,,,116 (12 Classic),,,,,,,,
g13uvcep1su,915 13 Hill,,23 (12 National),,,,,,,,,,,,,,,,,,,,
g13vaces1sc,Vegas Aces 13 UnderArmour,,,,,,,,,,,,,,,,,9th (13U Event #1),,,,,
g13vaque1pu,VAQUERAS 13-1,,,,,,,,,,,,,,5 (12 Open),,,,,,,,
g13vaque2pu,Vaqueras 13-2,,,,,,,,,,,,,,31 (12 Club),,,,,,,,
g13vaque3pu,Vaqueras 13 gerardo,,,,,,,,,,,,,,9 (12 Classic),,,,,,,,
g13vaven1ls,VALLEY VENOM - 131 RED,,,,,,,,23 (13 National),,,,,,,,,,,,,,
g13viper1fl,VIPERS 13'S GOLD NATIONAL,,,,,,,,,,,,,,148 (12 Classic),,,,,,,,
g13viper1sc,Temecula Viper 13-Mauro,,,,,,,,,,,,,,,,,77th (13U Event #1),,,,,
g13vsion1nc,Vision 13 Gold,,33 (12 National),,,,,,,,,,,,,,,,,,,,
g13wacov1ls,WACO VBC 13 UA Black,,,,,,,,13 (13 National),,,,,,,,,,,,,,
g13waves1gc,WF Waves 13-Brandy,,,,,,,,,,,,,,35 (12 Club),,,,,,,,
g13wavev2ho,WAVE SELMA 13 Red Storm,,,,,,,,,,21 (13 Club Blue),,,,,,,,,,,,
g13wbuck1ov,13-1 Amy,,,,,,,,,,5 (13 Club Blue),,,,,,,,,,,,
g13welva3fl,WVBA 13 State Black,,,,,,,,,,,,,,82 (12 Classic),,,,,,,,
g13wfire1fl,Wildfire 13N Open Claire,,,,,,11 (13G Open),,,,,,,,25 (12 Classic),,,,,,,,
g13wfire2fl,Wildfire 13N American,,,,,,,,,,,,,,150 (12 Classic),,,,,,,,
g13wipi11pu,SEVA 13-1,,,,,,,,,,,,,,35 (12 Classic),,,,,,,,
g13wpvcb1fl,WPVC 13 Armour Black,,1 (12 USA),,,,,,,,,,,,11 (12 Open),,,,,,,,
g13wpvcb2fl,WPVC 13 Armour Orange,,,,,,,,,,,,,,25 (12 Classic),,,,,,,,
g13wpvcb3fl,WPVC 13 Elite Black,,,,,,,,,,,,,,95 (12 Classic),,,,,,,,
g13wvevb1sc,WAVE 13-Reily,,19 (12 National),,,,,,,,,,,,,,,2nd (13U Event #1),,,,,
g13wvevb2sc,WAVE 13-Hannah,,,,,,,,,,,,,,21 (12 Premier),,,39th (13U Event #1),,,,,
g13wvevb3sc,WAVE 13-Will,,,,,,,,,,,,,,,,,53th (13U Event #1),,,,,
g13xcelp1cr,Xcel 13 Elite,,,,,,,,,,,,,,128 (12 Classic),,,,,,,,
g14123461ho,Tier10 14 Black,,,,,,,,,,19 (14 Club Red),,,,,,,,,,,,
g14307301pr,Tell City Volleyball 14-1,,,,,,,,,,15 (14 Club Green),,,,,,,,,,,,
g14397892pu,Kali 14 Nelson,,,99 (14 Patriot),,,,,,,,,,,,,,,,,,,
g14949av1sc,949 G14 Black,,,,,,,,,,,,,,,,,,53th (14U Event #1),,,,
g14a4vol1sc,A4 Volley 14-Tom,,,,,,,,,,,,,,,,,,17th (14U Event #1),,,,
g14a4vol2sc,A4 Volley 14-Garry,,,,,,,,,,,,,,,,,,87th (14U Event #1),,,,
g14aavbc1ov,A2 14 Green,,,,,,,,,,,,,,87 (13 Aspire),,,,,,,,
g14absol1nc,Absolute 14 Black,,11 (13 American),,,,,,,,,,,,,,,,,,,,
g14absol2nc,Absolute 14 Pink,,9 (13 Patriot),,,,,,,,,,,,,,,,,,,,
g14acavc1ov,AVC CLE 14 Red,,22 (13 Open),,,,,3 (14 Open),,,3 (14 Open),,,,,,,,,,,,
g14acavc2ov,AVC CLE 14 White,,34 (13 American),,,,,22 (14 Open),,,5 (14 Premier Red),,,,,,,,,,,,
g14acavc3ov,AVC CLE 14 Blue,,,,2 (14 Premier),,,3 (14 Premier),,,,,,,,,,,,,,,
g14acavc4ov,AVC CLE 14 Gold,,,,13 (14 Club),,,9 (14 Club),,,,,,,,,,,,,,,
g14acdvp1nc,Academy 14 National,,5 (13 National),,,,,,,,,,,,,,,,,,,,
g14acity1ov,CHiX 14-PiNK,,,,,,,,,,5 (14 Club Blue),,,,31 (13 Club),,,,,,,,
g14actyv1sc,Actyve 14 Black,,19 (13 American),,,,,,,,,,,,,,,,5th (14U Event #1),,,,
g14adver1gl,Adversity G14 Adidas,,,,,,,,,,,,,,22 (13 Club),,,,,,,,
g14advtg1cr,Advantage 14 Teal,,,,,,,,,,,,,,65 (13 Aspire),,,,,,,,
g14advtg2cr,Advantage 14 White,,,,,,,,,,,,,,39 (13 Spirit),,,,,,,,
g14afive1so,A5 14-1 Helen,1 (13 & Under),1 (13 Open),,,,,,,,,,,,1 (13 Open),,,,,,,,
g14afive2so,A5 14-2 Earl,,13 (13 USA),,,,,,,,,,,,11 (13 Premier),,,,,,,,
g14afive3so,A5 14-3 Kip,,31 (13 American),,,,,,,,,,,,27 (13 Club),,,,,,,,
g14afive4so,A5 14-4 Tina,,37 (13 American),,,,,,,,,,,,,,,,,,,,
g14afive8so,A5 Chattanooga 14-1 Jenni,,,,,,,,,,,,,,57 (13 Club),,,,,,,,
g14ajvba1ls,AJV 14 adidas,,3 (13 USA),,,,,,5 (14 Invitational),,,,,,,,,,,,,,
g14ajvba2ls,AJV 14 Molten,,56 (13 Patriot),,,,,,13 (14 National),,,,,,,,,,,,,,
g14ajvba3ls,AJV 14 Helix,,,,,,,,26 (14 National),,,,,,,,,,,,,,
g14akiva1pr,Adidas KIVA 14 Red,19 (13 & Under),,,,,,3 (14 Open),,,13 (14 Open),None (13-14 Girls Full Schedule),,,11 (13 Open),,,,,,,,
g14akiva2pr,Adidas KIVA 14 White,,,,,,,12 (14 Open),,,9 (14 Premier Red),None (13-14 Girls Full Schedule),,,5 (13 Premier),,,,,,,,
g14akiva3pr,Adidas KIVA 14 Black,,,,,,,7 (14 Premier),,,2 (14 Club White),None (13-14 Girls Full Schedule),,,39 (13 Aspire),,,,,,,,
g14akiva4pr,Adidas  KIVA 14 Silver,,,,,,,3 (14 Club),,,13 (14 Club White),None (13-14 Girls Full Schedule),,,,,,,,,,,
g14alamo1ls,Alamo 14 Premier,,5 (13 Liberty),,,,,,11 (14 Invitational),,,,,,,,,,,,,,
g14alamo2ls,Alamo 14 Elite,,,,,,,,17 (14 National),,,,,,,,,,,,,,
g14alamo3ls,Alamo 14 Gold,,,,,,,,23 (14 National),,,,,,,,,,,,,,
g14alamo4ls,Alamo 14 Platinum,,,,,,,,32 (14 National),,,,,,,,,,,,,,
g14allia1gl,1st Alliance 14-1,19 (13 & Under),26 (13 National),,,,,,,,9 (14 Open),,,,,,,,,,,,
g14allia2gl,Lions 14 Red,,,,,,,,,,,,,,53 (13 Club),,,,,,,,
g14allia3gl,Lions 14 Blue,,47 (13 American),,,,,,,,,,,,,,,,,,,,
g14allia4gl,Lions 14 Navy,,,,,,,,,,,,,,21 (13 Aspire),,,,,,,,
g14allia5gl,Lions 14 Teal,,,,,,,,,,,,,,25 (13 Spirit),,,,,,,,
g14allia6gl,Lions West 14-1,,,,,,,,,,,,,,37 (13 Classic),,,,,,,,
g14allvb1so,Alliance 14 REN,,,,,,,,,,5 (14 Open),,,,27 (13 Club),,,,,,,,
g14allvb2so,Alliance14 MOLTEN,,,,,,,,,,17 (14 Premier Blue),,,,,,,,,,,,
g14alper1pr,Alpha A.41,,,,,,,,,,3 (14 Premier Blue),None (13-14 Girls Full Schedule),,,96 (13 Club),,,,,,,,
g14alper2pr,Alpha A.42,,,,,,,,,,13 (14 Club Green),None (13-14 Girls Full Schedule),,,,,,,,,,,
g14alpvb1so,Alabama Perf 14 National,,,,,,,,,,,,,,1 (13 Spirit),,,,,,,,
g14alpvb2so,Alabama Perf 14 Elite,,,,,,,,,,,,,,59 (13 Spirit),,,,,,,,
g14altit1az,Altitude 14 National,,,,,,,,,,,,,,23 (13 Aspire),,,,,,,,
g14amevc1ch,American 14-1,,,,,,,,,,,,,,57 (13 Club),,,,,,,,
g14aperf1ls,AP 14 adidas,,9 (13 American),,,,,,3 (14 National),,,,,,,,,,,,,,
g14aperf2ls,AP 14 Baden,,,,,,,,7 (14 National),,,,,,35 (13 Club),,,,,,,,
g14apex11sc,APEX1 14BLACK,,,,,,,,,,,,,,,,,,61st (14U Event #1),,,,
g14apex12sc,APEX1 14GREEN,,,,,,,,,,,,,,,,,,199th (14U Event #1),,,,
g14arete1nt,Areté 14 Navy Telos,,3 (13 USA),,,,,,15 (14 Invitational),,,,,,,,,,,,,,
g14arete2nt,Areté 14 Navy Ethos,,,,,,,,13 (14 National),,,,,,,,,,,,,,
g14arsnl1lk,AVBC 14 National Red,,,,35 (14 Club),,,,,,,,,,50 (13 Aspire),,,,,,,,
g14arsnl2lk,AVBC 14 National White,,,,15 (14 Classic),,,,,,,,,,,,,,,,,,
g14arvbc1ov,AVA-14N Krause,,,,9 (14 Club),,,,,,5 (14 Club Green),,,,108 (13 Club),,,,,,,,
g14arvbc2ov,AVA-14N Richardson,,,,3 (14 Classic),,,,,,21 (14 Club Red),,,,116 (13 Classic),,,,,,,,
g14arvca1su,ARVC 14N1 Adidas,,,,,,,,,,,,,,26 (13 Premier),,,,,,,,
g14askyl1ls,Austin Skyline 14 Royal,,,,,,,,5 (14 National),,,,,,,,,,,,,,
g14askyl2ls,Austin Skyline 14 Black,,,,,,,,34 (14 National),,,,,,,,,,,,,,
g14asmun1ho,Munciana 14 Chipmunks,21 (13 & Under),,,,,,,,,,,,,,,,,,,,,
g14aspir1az,Aspire 14 Premier,,1 (13 Patriot),,,,,,,,,,,,,,,,,,,,
g14atack1gl,Attack 14 Select,,,,,,,,,,,,,,70 (13 Club),,,,,,,,
g14atack2gl,Attack 14 Blue,,,,,,,,,,,,,,119 (13 Club),,,,,,,,
g14athen1ce,ATHENA VB 14-1 Gold,,,,,,,,,,,,,,61 (13 Club),,,,,,,,
g14athhq1ov,Athlete HQ CLE 14-Black,,,,5 (14 Classic),,,,,,,,,,,,,,,,,,
g14athhq2ov,Athlete HQ CLE 14-White,,,,19 (14 Classic),,,,,,,,,,,,,,,,,,
g14athhqaov,Athlete HQ 14-Justice,,,,5 (14 Club),,,,,,5 (14 Club Blue),,,,,,,,,,,,
g14athhqbov,Athlete HQ 14-Fulk,,,,37 (14 Club),,,,,,21 (14 Club Green),,,,,,,,,,,,
g14athhqcov,Athlete HQ 14-Angell,,,,21 (14 Classic),,,,,,27 (14 Club Red),,,,,,,,,,,,
g14atlxt1so,Atlanta Extreme 14 Lauren,,,,,,,,,,,,,,57 (13 Classic),,,,,,,,
g14atomc1az,ATOMIC 14 Smack Premier,,53 (13 American),,,,,,,,,,,,,,,,,,,,
g14attak1lk,Attack VBC 14 Mizuno Lime,,,,,,,,,,9 (14 Club Red),,,,,,,,,,,,
g14augjr1pm,AJV 14 Royal,,39 (13 National),,,,,,,,,,,,,,,,,,,,
g14ausas3fl,ADRENALINE USA 14 IGNITE,,,,,,,,,,,,,,63 (13 Spirit),,,,,,,,
g14avatx1ls,AVA TX 14 Adidas,,37 (13 Patriot),,,,,,,,,,,,,,,,,,,,
g14avatx2ls,AVA TX 14 Attack,,,,,,,,,,,,,,21 (13 Classic),,,,,,,,
g14avcvb1ke,AVA 14 PLATINUM,,,,7 (14 Premier),,,,,,,,,,,,,,,,,,
g14azsky1az,AZ Sky 14 Gold,21 (13 & Under),35 (13 National),,,,,,,,,,,,,,,,,,,,
g14azsky2az,AZ SKY 14 Blue,,17 (13 American),,,,,,,,,,,,,,,,,,,,
g14bakvc1sc,Bakersfield 14-Rachel,,,,,,,,,,,,,,,,,,29th (14U Event #1),,,,
g14balby1sc,Balboa Bay 14 Blue,,,,,,,,,,,,,,,,,,38th (14U Event #1),,,,
g14balnc1gl,Balance 14 White,,,,,,,,,,,,,,9 (13 Club),,,,,,,,
g14balnc2gl,Balance 14 Black,,,,,,,,,,,,,,101 (13 Classic),,,,,,,,
g14bcssk1ls,BCS Skyline H 14 Royal,,5 (13 American),,,,,,2 (14 National),,,,,,,,,,,,,,
g14bcssk2ls,BCS Skyline H 14 Black,,27 (13 Patriot),,,,,,26 (14 National),,,,,,,,,,,,,,
g14belie1rm,Believe 14 Praise,,,,,,,,,9 (14 Club),,,,,,,,,,,,,
g14belie2rm,Believe VBC 14 Rejoice,,,,,,,,,9 (14 Club),,,,,,,,,,,,,
g14bevny1ge,BEV 14 Empire,,67 (13 Patriot),,,,,,,,,,,,,,,,,,,,
g14bfire1ov,Buckeyefire Park 14A,,,,12 (14 Classic),,,,,,,,,,,,,,,,,,
g14bkeye1ov,Buckeye 14 Red Elite,,,,,,,2 (14 Club),,,,,,,,,,,,,,,
g14blcsh1pr,CVC 14U National,,,,,,,,,,5 (14 Club Blue),,,,,,,,,,,,
g14bluvb1lk,Blue 14-1,,,,,,,,,,17 (14 Club Blue),,,,,,,,,,,,
g14blvbc1ho,BTownVBC 14 Red,,,,,,,,,,9 (14 Club Blue),,,,,,,,,,,,
g14blvbc2ho,BTownVBC 14 Black,,,,,,,,,,23 (14 Club Green),,,,,,,,,,,,
g14bomer1fl,BVA 14 Elite Chris,,,,,,,,,,,,,,71 (13 Classic),,,,,,,,
g14bomer2fl,BVA 14 Elite Brooke,,,,,,,,,,,,,,86 (13 Classic),,,,,,,,
g14bossc1ov,Boss CLE 14-1,,31 (13 National),,1 (14 Open),,,,,,5 (14 Open),,,,,,,,,,,,
g14bossc2ov,Boss CLE 14-2,,,,9 (14 Club),,,,,,,,,,,,,,,,,,
g14bossc3ov,Boss CLE 14-3,,,,3 (14 Classic),,,,,,,,,,,,,,,,,,
g14bossc4ov,Boss CLE 14-4,,,,5 (14 Classic),,,,,,,,,,,,,,,,,,
g14bravo1pr,BRAVO 14 Black,,,,,,,1 (14 Premier),,,3 (14 Premier Red),,,,,,,,,,,,
g14brvba1ps,Blue Royals 14 National,,23 (13 Liberty),,,,,,,,,,,,,,,,,,,,
g14bsvbc1ov,Black Swamp 141,,,,6 (14 Open),,,,,,13 (14 Premier Blue),,,,,,,,,,,,
g14cabjr1de,Ark Volley 14U National,,,,,,,,,,,,,,124 (13 Classic),,,,,,,,
g14capco1fl,Cape Coast 14 CHALLENGER,,,,,,,,,,,,,,103 (13 Club),,,,,,,,
g14capco3fl,Cape Coast 14 ENDEAVOR,,,,,,,,,,,,,,96 (13 Club),,,,,,,,
g14capex1pr,Club Apex 14 Grey,,,,,,,,,,,,,,66 (13 Aspire),,,,,,,,
g14carun1cr,CUVC 14 Open,,,,,,,,,,,,,,19 (13 Open),,,,,,,,
g14carun2cr,CUVC 14 Premier,,,,,,,,,,,,,,36 (13 Premier),,,,,,,,
g14ccfor1ls,CC Force 141 Crossfire,,,,,,,,,,,,,,9 (13 Spirit),,,,,,,,
g14ccity1ho,Circle City 14 Purple,,1 (13 National),,,,,,,,3 (14 Open),,,,,,,,,,,,
g14ccity2ho,Circle City 14 Black,,3 (13 American),,,,,,,,1 (14 Premier Red),,,,,,,,,,,,
g14ccity3ho,Circle City 14 White,,,,,,,,,,5 (14 Club White),,,,,,,,,,,,
g14ccity4ho,Circle City 14 Volt,,,,,,,,,,9 (14 Club Green),,,,,,,,,,,,
g14ccrsh1ov,Cincy Crush 14-1,,,,,,,5 (14 Club),,,9 (14 Premier Blue),,,,14 (13 Aspire),,,,,,,,
g14ccrsh2ov,Cincy Crush 14-2,,,,,,,,,,19 (14 Club White),,,,,,,,,,,,
g14ccrsh3ov,Cincy Crush 14-3,,,,,,,,,,5 (14 Club Red),,,,,,,,,,,,
g14ccsto1ls,Corpus Christi Storm 141,,,,,,,,29 (14 National),,,,,,,,,,,,,,
g14ccsto2ls,CC  Storm CrossRoads 14,,,,,,,,32 (14 National),,,,,,,,,,,,,,
g14ccvbc1ov,Cincy Classics 14 Red,,,,,,,,,,9 (14 Club White),,,,70 (13 Club),,,,,,,,
g14ccvbc2ov,Cincy Classics 14 Black,,,,,,,,,,9 (14 Club Red),,,,,,,,,,,,
g14ccvbc3ov,Cincy Classics 14 Gray,,,,,,,,,,15 (14 Club Blue),,,,,,,,,,,,
g14ccvbc4ov,Cincy Classics 14 Silver,,,,,,,,,,17 (14 Club Green),,,,,,,,,,,,
g14ccvvb1fl,CCVV 14 FUCHSIA,,,,,,,,,,,,,,49 (13 Classic),,,,,,,,
g14ceast1ov,CINCY EAST  14.1 Black,,,,,,,9 (14 Premier),,,5 (14 Premier Blue),,,,3 (13 Club),,,,,,,,
g14ceast2ov,CINCY EAST  14.2 Blue,,,,,,,,,,9 (14 Club Green),,,,,,,,,,,,
g14celeb1fl,CCAVBC 14 Navy,,,,,,,,,,,,,,97 (13 Classic),,,,,,,,
g14cevbc1gl,Chicago Elite 14 Elite,,,,,,,,,,,,,,9 (13 Spirit),,,,,,,,
g14cevbc2gl,Chicago Elite 14 United,,,,,,,,,,,,,,37 (13 Classic),,,,,,,,
g14cevbc3gl,Chicago Elite 14 National,,,,,,,,,,,,,,57 (13 Classic),,,,,,,,
g14cevbc4gl,Chicago Elite 14 Premier,,,,,,,,,,,,,,86 (13 Classic),,,,,,,,
g14cevbc8gl,Chicago Elite 14 Swoosh,,,,,,,,,,,,,,131 (13 Classic),,,,,,,,
g14chaos1ca,CHAOS BLAST,,,,2 (14 Classic),,,,,,,,,,,,,,,,,,
g14chaos4ca,CHAOS ICE,,,,24 (14 Classic),,,,,,,,,,,,,,,,,,
g14charg1ok,OK Charge 14 UA,,41 (13 National),,,,,,,,,,,,,,,,,,,,
g14chavb1cr,CHAVC 14 Black,,,,,,,,,,,,,,83 (13 Club),,,,,,,,
g14chavb2cr,CHAVC 14 Purple,,,,,,,,,,,,,,44 (13 Spirit),,,,,,,,
g14chici1gl,Chi City 14-1 Elite,,,,,,,,,,,,,,36 (13 Premier),,,,,,,,
g14chici2gl,Chi City 14-2 Elite,,,,,,,,,,,,,,59 (13 Aspire),,,,,,,,
g14chmpv1cr,Champion 14 National,,,,,,,,,,,,,,33 (13 Spirit),,,,,,,,
g14chvbc1ge,JERSEY JRS 14 National,,57 (13 Patriot),,,,,,,,,,,,,,,,,,,,
g14cinva1ov,CinciVB Acad 14-1,,,,,,,,,,2 (14 Premier Blue),,,,74 (13 Club),,,,,,,,
g14cinva2ov,CinciVB Acad 14-2,,,,,,,,,,5 (14 Club Blue),,,,100 (13 Club),,,,,,,,
g14cityv1sc,CITY Volleyball 14 Gold,,,,,,,,,,,,,,,,,,49th (14U Event #1),,,,
g14cjvvb1cr,CJV 14 Mizuno,,5 (13 National),,,,5 (14G Open),,,,,,,,,,,,,,,,
g14cjvvb2cr,CJV 14 National Navy,,,,,,,,,,,,,,43 (13 Premier),,,,,,,,
g14cjvvb3cr,CJV 14 National White,,,,,,,,,,,,,,18 (13 Premier),,,,,,,,
g14clbij1ia,CIA 14BLACK,,17 (13 American),,,,,,,,,,,,,,,,,,,,
g14clipp1ov,CYVBC Surge 14 Black,,,,,,,9 (14 Premier),,,13 (14 Premier Red),,,,15 (13 Premier),,,,,,,,
g14cloud1rm,Cloud Peak 14 National,,,,,,,,,7 (14 Club),,,,,,,,,,,,,
