g15rrjvb1ne,Boston UVC 15 National,,,,9 (15 Open),,,,,,,,,,,,,,,,,,
g15rrock1nc,Red Rock 15 Marietta,,,30 (14 National),,,,,,,,,,,,,,,,,,,
g15rsele1rm,Rocky Elite15 National,,,,,,,,,20 (15 Elite),,,,,,,,,,,,,
g15rtide1pm,Rising Tide 15s,,,,,,,,,,,,,,5 (14 Aspire),,,,,,,,
g15ruvjr1od,Roanoke United 15 Red,,,,,,,,,,,,,,115 (14 Club),,,,,,,,
g15rvawi1bg,RVA G15 Navy,,,,,,,,,,,,,,47 (14 Aspire),,,,,,,,
g15rvawi2bg,RVA G15 Pink,,,,,,,,,,,,,,25 (14 Spirit),,,,,,,,
g15rvcjr1od,RVC 15 National,,,,,,,,,,,,,,33 (14 Elite),,,,,,,,
g15rvcjr2od,RVC 15 Zonal,,,,,,,,,,,,,,97 (14 Aspire),,,,,,,,
g15rwdth1gw,Rockwood Thunder 15 Elite,67 (14 & Under),,9 (14 American),,,,,,,,,,,,,,,,,,,
g15saddl1sc,Saddleback 15-Mike,,,,,,,,,,,,,,,,,,,24th (15U Div 5-20 Event #1),,,
g15saelt1ls,SA Elite 151 Navy,,,18 (14 Liberty),,,,,37 (15 National),,,,,,,,,,,,,,
g15sajvb1ls,SA Juniors 15 Adidas,,,,,,,,5 (15 National),,,,,,,,,,,,,,
g15sajvb2ls,SA Juniors 15 National,,,,,,,,40 (15 National),,,,,,,,,,,,,,
g15samov1sc,Santa Monica 15 Premier,,,,,,,,,,,,,,,,,,,167th (15U Div 5-20 Event #1),,,
g15sandh1cr,Sandhills 15 Doug&Val,,,,,,,,,,,,,,63 (14 Elite),,,,,,,,
g15sandi1sc,SDVBC 15-Stuart,,,41 (14 Patriot),,,,,,,,,,,,,,,,29th (15U Div 1-4 Event #1),,,
g15sandi2sc,SDVBC 15-Casey,,,63 (14 Patriot),,,,,,,,,,,,,,,,84th (15U Div 5-20 Event #1),,,
g15saraj1fl,Sarasota Juniors 15 Elite,,,,,,,,,,,,,,11 (14 Elite),,,,,,,,
g15scelt1pm,SC Elite U15 Elite,,,,,,5 (15G Premier),,,,,,,,,,,,,,,,
g15scelt2pm,SC Elite U15 National,,,,,,11 (15G Premier),,,,,,,,,,,,,,,,
g15scleg1sc,SoCal Legends 15-Elite,,,85 (14 Patriot),,,,,,,,,,,,,,,,32nd (15U Div 5-20 Event #1),,,
g15scmid1pm,SC Midlands 15 National R,,,,,,,,,,,,,,59 (14 Aspire),,,,,,,,
g15scvbc1im,South County 15 Sarah,,,47 (14 American),,,,,,14 (15 Elite),,,,,,,,,,,,,
g15scvbc1sc,SCVC 15Roxy,53 (14 & Under),,29 (14 American),,,,,,,,,,,,,,,,7th (15U Div 1-4 Event #1),,,
g15scwea1pm,SCWE 15U ELITE,,,,,,,,,,,,,,87 (14 Aspire),,,,,,,,
g15sdout1fl,Sideout 15 Elite,,,,,,,,,,,,,,25 (14 Classic),,,,,,,,
g15sealb1sc,Seal Beach 15 - Black,,,5 (14 Patriot),,,,,,,,,,,,,,,,13th (15U Div 1-4 Event #1),,,
g15seven1fl,ST7 15U,,,,,,,,,,,,,,116 (14 Classic),,,,,,,,
g15sftrm1nc,SF Tremors 15 Wolverines,,,27 (14 National),,,,,,,,,,,,,,,,,,,
g15sftrm3nc,SF Tremors 15 Palkons,,,63 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15sfvbc1fl,SFVC U14/15 Elite,,,,,,8 (14G Club),,,,,,,,,,,,,,,,
g15sgelt1sc,SG Elite 15 Roshambo,15 (14 & Under),,5 (14 Open),,,,,,,,,,,,,,,,2nd (15U Div 1-4 Event #1),,,
g15sgelt3sc,SG Elite 15 Elite,,,49 (14 Patriot),,,,,,,,,,,,,,,,36th (15U Div 5-20 Event #1),,,
g15shock1ha,Shockwave 15 Black,,,35 (14 American),,,,,,,,,,,31 (14 Premier),,,,,,,,
g15siwav1gw,SI Wave 15s Black,,,,,,,,,,,,,,3 (14 Spirit),,,,,,,,
g15sixpk1ia,Six Pack 15,,,5 (14 USA),,,,,,,,,,,,,,,,,,,
g15sjjvb1ne,SMASH 15's,,,,,,,,,,,,,,19 (14 Premier),,,,,,,,
g15skyel1ke,SKY Elite 15 Black,,,,,,,23 (15 Premier),,,,,,,,,,,,,,,
g15skyel2ke,SKY Elite 15 Gold,,,,16 (15 Premier),,,,,,,,,,,,,,,,,,
g15skyhi1gl,Sky High-Adidas 15 Elite,46 (14 & Under),,11 (14 American),,,,,,,,,,,,,,,,,,,
g15skyhi2gl,Sky High-Adidas 15 Black,,,,,,,,,,,,,,33 (14 Aspire),,,,,,,,
g15skyhi3gl,Sky High-Adidas 15 Red,,,33 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15skyhi4gl,Sky High-Adidas 15 White,,,,,,,,,,,,,,13 (14 Spirit),,,,,,,,
g15skyhi5gl,Sky High-Adidas 15 Blue,,,,,,,,,,,,,,47 (14 Spirit),,,,,,,,
g15skyhi6gl,Sky High-Adidas 15 Onyx,,,,,,,,,,,,,,97 (14 Classic),,,,,,,,
g15skyln1fl,JAX SKYLINE 15 Royal,,,43 (14 American),,,13 (15G Open),,,,,,,,,,,,,,,,
g15skyln1nt,Dal Skyline 15 Royal-Yun,26 (14 & Under),,27 (14 Open),,,,,5 (15 Invitational),,,,,,,,,,,,,,
g15skyln2fl,JAX SKYLINE 15 Black,,,,,,4 (15G Club),,,,,,,,89 (14 Club),,,,,,,,
g15skyln2nt,D Skyline 15 Royal-David,,,19 (14 USA),,,,,5 (15 Invitational),,,,,,,,,,,,,,
g15slanb1nc,Slainte Black 15-1,,,71 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15slcre1gw,STL Crossfire 15 T1,,,,,,,,,,,,,,37 (14 Aspire),,,,,,,,
g15slcre3gw,STL Crossfire 15 R1,,,,,,,,,,,,,,9 (14 Club),,,,,,,,
g15sldyn1lk,Dynamite Adidas 15-1,,,,11 (15 Premier),,,,,,9 (15 Club Green),,,,41 (14 Classic),,,,,,,,
g15sldyn2lk,Dynamite Adidas 15-2,,,,23 (15 Club),,,,,,5 (15 Club Red),,,,,,,,,,,,
g15smaqc1ov,S-MAQ 15-1 Silver,,,,17 (15 Club),,,,,,,,,,,,,,,,,,
g15smaqc2ov,S-MAQ 15-2 Black,,,,34 (15 Club),,,,,,,,,,,,,,,,,,
g15snova1sc,Supernova 15 National,,,,,,,,,,,,,,65 (14 Premier),,,,,45th (15U Div 1-4 Event #1),,,
g15socal1sc,SoCal VBC 15-Beacons,,,21 (14 Liberty),,,,,,,,,,,,,,,,12th (15U Div 1-4 Event #1),,,
g15socal2sc,SoCal VBC 15-Cardiff,,,63 (14 Patriot),,,,,,,,,,,,,,,,16th (15U Div 5-20 Event #1),,,
g15socen1gp,South Central NE 15 Black,,,13 (14 Freedom),,,,,,,,,,,,,,,,,,,
g15solno1nc,Club Solano 15 Maroon,,,19 (14 Freedom),,,,,,,,,,,,,,,,,,,
g15sosvb1ge,SOSVBC 15N Justin,,,,,,,,,,,,,,51 (14 Club),,,,,,,,
g15spart1fl,LAKE NONA 15 WILLIE,,,,,,,,,,,,,,37 (14 Classic),,,,,,,,
g15spart2fl,LAKE NONA 15 GIO,,,,,,5 (15G Club),,,,,,,,80 (14 Classic),,,,,,,,
g15spike1rm,SPIKES 15 Z,,,,,,,,,5 (15 Elite),,,,,,,,,,,,,
g15spike2rm,SPIKES 15 BLACK,,,,,,,,,11 (15 Club),,,,,,,,,,,,,
g15spirt1ov,SPIRIT VBC 15-1,,,39 (14 National),2 (15 Open),,,,,,,,,,,,,,,,,,
g15spirt2ov,SPIRIT VBC 15-2,,,,7 (15 Premier),,,,,,,,,,,,,,,,,,
g15spser1ah,SASVBC G 15 Henry,43 (14 & Under),,1 (14 American),,,,,,,,,,,,,,,,,,,
g15spshk1gw,Shock 15 UA Storm,,,,,,,,,,,,,,9 (14 Spirit),,,,,,,,
g15spshk2gw,Shock 15 UA Spark,,,,,,,,,,,,,,9 (14 Classic),,,,,,,,
g15spshk6gw,Shock 15 Surge,,,,,,,,,,13 (15 Club Blue),,,,,,,,,,,,
g15spvbc1fl,St. Pete 15 Teal,,,,,,7 (15G Premier),,,,,,,,9 (14 Club),,,,,,,,
g15spvbc1gl,SPVB 15 Elite,,,,,,,5 (15 Open),,,12 (15 Open),,,,20 (14 Open),,,,,,,,
g15spvbc2fl,St. Pete 15 Black,,,,,,2 (15G Club),,,,,,,,65 (14 Classic),,,,,,,,
g15spvbc2gl,SPVB 15 C-Fed,,,,,,,,,,9 (15 Premier Red),,,,19 (14 Club),,,,,,,,
g15spvbc3gl,SPVB 15 Red,,,,,,,,,,,,,,51 (14 Aspire),,,,,,,,
g15srfsd1sc,Surfside 15 MB Legends,,,,,,,,,,,,,,,,,,,39th (15U Div 1-4 Event #1),,,
g15stars1fl,Five Stars 15U Elite,,,,,,,,,,,,,,49 (14 Elite),,,,,,,,
g15stars1pm,Stars 15 Bing,,,,,,,,,,,,,,9 (14 Club),,,,,,,,
g15stars2pm,Stars 15 Tinsley,,,,,,,,,,,,,,29 (14 Aspire),,,,,,,,
g15stars3pm,Stars 15 Tonja,,,,,,,,,,,,,,43 (14 Aspire),,,,,,,,
g15steel2fl,STEEL 15 SILVER,,,,,,,,,,,,,,152 (14 Classic),,,,,,,,
g15stjam1ch,The St. James 15 Navy,,,,,,,,,,,,,,65 (14 Premier),,,,,,,,
g15stjam2ch,The St. James 15 White,,,,,,,,,,,,,,76 (14 Elite),,,,,,,,
g15storm1az,ARIZONA STORM 15 THUNDER,13 (14 & Under),,29 (14 Open),,,,,,,,,,,,,,,,,,,
g15storm2az,ARIZONA STORM 15LIGHTNING,,,30 (14 American),,,,,,,,,,,,,,,,,,,
g15stvac1ls,STVA 15 Mizuno,67 (14 & Under),,15 (14 Liberty),,,,,13 (15 Invitational),,,,,,,,,,,,,,
g15stvac2ls,STVA 15 Navy,,,,,,,,19 (15 National),,,,,,,,,,,,,,
g15stvac3ls,STVA 15 Red,,,,,,,,37 (15 National),,,,,,,,,,,,,,
g15sudni1ps,SIVBC Typhoon 15-1,,,41 (14 National),,,,,,,,,,,,,,,,,,,
g15sudni2ps,SIVBC Lightning 15-2,,,74 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15sumvb1ho,Summit 15 Blue Elite,,,,,,,10 (15 Premier),,,13 (15 Premier Blue),,,,47 (14 Premier),,,,,,,,
g15sumvbaho,Summit 15 Royal Elite,,,,,,,,,,5 (15 Club Blue),,,,,,,,,,,,
g15sunsh1sc,Sunshine 15 LA,39 (14 & Under),,2 (14 American),,,,,,,,,,,,,,,,19th (15U Div 1-4 Event #1),,,
g15sunsh2sc,Sunshine 15 Pacific,,,,,,,,,,,,,,,,,,,24th (15U Div 5-20 Event #1),,,
g15sunsh3sc,Sunshine 15 South Bay,,,,,,,,,,,,,,,,,,,64th (15U Div 5-20 Event #1),,,
g15sunsh4sc,Sunshine 15 Westside,,,,,,,,,,,,,,,,,,,155th (15U Div 5-20 Event #1),,,
g15swvbc1ov,Southwest 15N1 TR,,,29 (14 USA),,,,,,,,,,,,,,,,,,,
g15swvbc2ov,Southwest 15N Courtney,,,,13 (15 Premier),,,,,,5 (15 Club White),,,,,,,,,,,,
g15synrg1ke,Synergy 15 Titanium,,,,,,,,,,,,,,105 (14 Club),,,,,,,,
g15synrg2ke,Synergy 15 Potassium,,,,,,,,,,,,,,63 (14 Spirit),,,,,,,,
g15taina1fl,Tainas VC 15 ADIDAS,,,,,,,,,,,,,,59 (14 Aspire),,,,,,,,
g15taina2fl,Tainas VC 15 E,,,,,,,,,,,,,,131 (14 Aspire),,,,,,,,
g15tavbc1ho,Academy 15-1O Venom,,,,,,,23 (15 Open),,,19 (15 Open),None (15-16 Full Schedule),,,30 (14 Open),,,,,,,,
g15tavbc2ho,Academy 15-2E Vipers,,,,,,,,,,9 (15 Premier Blue),None (15-16 Full Schedule),,,63 (14 Premier),,,,,,,,
g15tavbc3ho,Academy 15-3E Copperhead,,,,,,,,,,17 (15 Club Red),None (15-16 Full Schedule),,,121 (14 Club),,,,,,,,
g15tavbj1ho,Boiler Jrs 15-1O Gold,,,,,,,15 (15 Open),,,15 (15 Open),None (15-16 Full Schedule),,,25 (14 Open),,,,,,,,
g15tavbj2ho,Boiler Jrs 15-2E Black,,,,,,,,,,26 (15 Premier Blue),None (15-16 Full Schedule),,,67 (14 Premier),,,,,,,,
g15tavbj3ho,Boiler Jrs 153E White,,,,,,,,,,,,,,136 (14 Club),,,,,,,,
g15tavho1ls,TAV Houston 15 Adidas,27 (14 & Under),,1 (14 National),,,,,9 (15 Invitational),,,,,,,,,,,,,,
g15tavho2ls,TAV Houston 15 Molten,,,63 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15tavms1ho,Monon 15-1O Fang,,,,,,,27 (15 Open),,,5 (15 Premier Red),None (15-16 Full Schedule),,,31 (14 Open),,,,,,,,
g15tavms2ho,Monon 15-2E Rattlers,,,,,,,,,,3 (15 Premier Blue),None (15-16 Full Schedule),,,60 (14 Premier),,,,,,,,
g15tcevb1by,TC ELITE 15 SONNY,,,,,,,,,,,,,,114 (14 Aspire),,,,,,,,
g15tcjag1xl,Jaguars 15u Black,,,97 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15tclbr1cr,Top Caliber 15 National,,,,,,,,,,,,,,55 (14 Elite),,,,,,,,
g15teamd1lk,TeamD 15 Red,,,,,,,,,,,,,,41 (14 Classic),,,,,,,,
g15tejas1nt,Tejas 15 Black Mauro,22 (14 & Under),,3 (14 USA),,,,,,,,,,,,,,,,,,,
g15tfloh1ov,Top Flight OH 15 Phantom,,,,40 (15 Club),,,,,,,,,,130 (14 Classic),,,,,,,,
g15theed1rm,The EDGE 15 Corissa,,,83 (14 Patriot),,,,,,6 (15 Club),,,,,,,,,,,,,
g15thndr1gl,Rolling Thunder 15 Blue,,,,,,,,,,,,,,13 (14 Spirit),,,,,,,,
g15thndr2gl,Rolling Thunder 15Crimson,,,,,,,,,,,,,,112 (14 Classic),,,,,,,,
g15thndr3gl,Rolling Thunder 15 Fire,,,,,,,,,,,,,,82 (14 Classic),,,,,,,,
g15three1fl,305 VBC 15N Christian,,,,,,,,,,,,,,26 (14 Spirit),,,,,,,,
g15three2fl,305 VBC 15N  Raquel,,,,,,,,,,,,,,35 (14 Spirit),,,,,,,,
g15three3fl,305 VBC 15S Vanessa,,,,,,,,,,,,,,43 (14 Spirit),,,,,,,,
g15three4fl,305 VBC 15R,,,,,,,,,,,,,,148 (14 Classic),,,,,,,,
g15tivba1ge,ACAD 15 Red,,,47 (14 National),,,,,,,,,,,,,,,,,,,
g15tivbc1ho,TI Elite 15.1,,,38 (14 American),,,,,,,9 (15 Open),,,,,,,,,,,,
g15tivbc2ho,TI Elite 15.2,,,,,,,,,,25 (15 Premier Blue),,,,69 (14 Club),,,,,,,,
g15tivbc3ho,TI Elite 15.3,,,,,,,,,,,,,,89 (14 Club),,,,,,,,
g15tkiwi1fl,TEAM Kiwi 15 Graphite,,,,,,,,,,,,,,87 (14 Aspire),,,,,,,,
g15tkiwi2fl,TEAM Kiwi 15 Columbia,,,,,,,,,,,,,,119 (14 Aspire),,,,,,,,
g15tkvbc1so,TK 15 Shadow,,,,,,,,,,,,,,5 (14 Club),,,,,,,,
g15tlgcy1ls,TX LEGACY 15 ELITE,,,1 (14 Liberty),,,,,9 (15 Invitational),,,,,,,,,,,,,,
g15tlgcy2ls,TX LEGACY 15 ADIDAS,,,,,,,,3 (15 National),,,,,,,,,,,,,,
g15tmdyn1ha,DYNASTY 15 Black ,10 (14 & Under),,1 (14 Open),,,,,,,,,,,1 (14 Open),,,,,,,,
g15tmdyn2ha,DYNASTY 15 Blue,,,27 (14 USA),,,,,,,,,,,,,,,,,,,
g15tmmom1gw,Team Momentum 15Navy,,,,,,,,,,,,,,52 (14 Premier),,,,,,,,
g15tnpfc1so,TPV 15-Maverick,,,,,,,,,,25 (15 Open),,,,,,,,,,,,
g15tnpfc2so,TPV 15-Paragon,,,,,,,,,,19 (15 Premier Blue),,,,,,,,,,,,
g15tnpfc3so,TPV 15-Renegade,,,,,,,,,,13 (15 Club Red),,,,,,,,,,,,
g15tntvb1ke,TNT 15U Mambas,,,,,,,,,,,,,,69 (14 Club),,,,,,,,
g15tntvb2ke,TNT 15U Nitro,,,,,,,,,,,,,,5 (14 Spirit),,,,,,,,
g15tnvbc1fl,Tampa North 15 Black,,,19 (14 Liberty),,,,,,,,,,,17 (14 Elite),,,,,,,,
g15toldv1ov,TDV 15Elite,,,,,,,,,,21 (15 Club White),,,,,,,,,,,,
g15toldv2ov,TDV 15 National,,,,,,,,,,13 (15 Club Red),,,,,,,,,,,,
g15toldv3ov,TDV 15-National-B,,,,,,,,,,21 (15 Club Blue),,,,,,,,,,,,
g15tolvc1ov,TVC 15-Black,,,,,,,,,,20 (15 Premier Red),,,,,,,,,,,,
g15tolvc2ov,TVC 15-Royal,,,,,,,,,,15 (15 Club White),,,,,,,,,,,,
g15tolvc3ov,TVC 15-Silver,,,,,,,,,,9 (15 Club Green),,,,,,,,,,,,
g15topfl1pm,TFSC 15 Phoenix,,,,,,,,,,,,,,41 (14 Classic),,,,,,,,
g15topfv1sc,TopFlight 15 National Bl,,,47 (14 Patriot),,,,,,,,,,,,,,,,21st (15U Div 1-4 Event #1),,,
g15topfv2sc,TopFlight 15 National Red,,,,,,,,,,,,,,,,,,,64th (15U Div 5-20 Event #1),,,
g15topsp1pr,TopSpin 15-1,,,,,,,31 (15 Open),,,,,,,,,,,,,,,
g15tovcw2pu,TOVC 15 Kongui,,,,,,,,,,,,,,32 (14 Spirit),,,,,,,,
g15tpflt1gl,Top Flight 15 Elite,,,,,,,,,,,,,,127 (14 Club),,,,,,,,
g15tpflt2gl,Top Flight 15 Theta,,,,,,,,,,,,,,43 (14 Spirit),,,,,,,,
g15tpine1ho,Pineapple 15 Black,,,,,,,,,,24 (15 Premier Red),,,,,,,,,,,,
g15tpv241so,TPV 15-Maverick,38 (14 & Under),,,,,,,,,,,,,2 (14 Premier),,,,,,,,
g15tpv242so,TPV 15-Paragon,,,,,,,,,,,,,,31 (14 Elite),,,,,,,,
g15tpv243so,TPV 15-Renegade,,,,,,,,,,,,,,71 (14 Aspire),,,,,,,,
g15tribe1fl,Tribe 15 Elite Cardinal,11 (14 & Under),,13 (14 Open),,,1 (15G Open),,,,,,,,3 (14 Open),,,,,,,,
g15tribe2fl,Tribe 15 Elite Navy,,,,,,5 (15G Open),,,,,,,,33 (14 Premier),,,,,,,,
g15tribe3fl,Tribe 15 Elite White,,,,,,11 (15G Open),,,,,,,,53 (14 Club),,,,,,,,
g15tribe4fl,Tribe 15 Premier Navy,,,,,,,,,,,,,,25 (14 Classic),,,,,,,,
g15trico1ls,TCVA 15 Green Adidas,,,43 (14 American),,,,,28 (15 National),,,,,,,,,,,,,,
g15trico2ls,TCVA 15 Black Adidas,,,,,,,,25 (15 National),,,,,,59 (14 Aspire),,,,,,,,
g15trico3ls,TCVA 15 White Adidas,,,,,,,,43 (15 National),,,,,,,,,,,,,,
g15trist1pr,Tri-State Elite 15 Blue,53 (14 & Under),,,,,,5 (15 Open),,,,None (15-16 Full Schedule),,,5 (14 Open),,,,,,,,
g15trist2pr,Tri-State Elite 15 White,,,,,,,21 (15 Open),,,,None (15-16 Full Schedule),,,23 (14 Premier),,,,,,,,
g15trngl1cr,Triangle 15 Black,47 (14 & Under),,,,,,,,,,,,,20 (14 Open),,,,,,,,
g15trngl2cr,Triangle 15 Blue,,,,,,,,,,,,,,22 (14 Premier),,,,,,,,
g15trngl3cr,Triangle 15 White,,,,,,,,,,,,,,27 (14 Elite),,,,,,,,
g15tropi1fl,Tropics Girls 15s Elite,,,,,,13 (15G Club),,,,,,,,,,,,,,,,
g15tstie1sc,Tstreet IE 15-Wes,,,21 (14 Patriot),,,,,,,,,,,,,,,,1st (15U Div 5-20 Event #1),,,
g15tstlv1sc,Tstreet LV 15-Chad,,,74 (14 Patriot),,,,,,,,,,,,,,,,9th (15U Div 5-20 Event #1),,,
g15tstrt1sc,Tstreet 15-Asics,7 (14 & Under),,19 (14 Open),,,,,,,,,,,,,,,,3rd (15U Div 1-4 Event #1),,,
g15tstrt2sc,Tstreet 15-Curtis,,,41 (14 Patriot),,,,,,,,,,,,,,,,33rd (15U Div 1-4 Event #1),,,
g15tstrt3sc,Tstreet 15-Madi,,,,,,,,,,,,,,,,,,,24th (15U Div 5-20 Event #1),,,
g15tsuna1so,Tsunami S151E Trina,,,,,,,,,,,,,,19 (14 Elite),,,,,,,,
g15tsuna2so,Tsunami S152E Jaimee,,,,,,,,,,,,,,41 (14 Spirit),,,,,,,,
g15tsuna3so,Tsunami  C151E Christine,,,54 (14 American),,,,,,,,,,,,,,,,,,,
g15tsuna4so,Tsunami C152E Chanel,,,,,,,,,,,,,,13 (14 Spirit),,,,,,,,
g15tsuna5so,Tsunami N151E Dustin,,,,,,,,,,,,,,15 (14 Aspire),,,,,,,,
g15tsuna6so,Tsunami N152E Chanita,,,,,,,,,,,,,,86 (14 Classic),,,,,,,,
g15tsuna8so,Tsunami S151N Azya,,,,,,,,,,,,,,21 (14 Classic),,,,,,,,
g15tsuna9so,Tsunami S152N Bri,,,,,,,,,,,,,,158 (14 Classic),,,,,,,,
g15tsvba1fl,Top Select 15 Elite,,,,,,,,,,,,,,20 (14 Open),,,,,,,,
g15tsvba2fl,Top Select 15 Top Blue,,,,,,,,,,,,,,31 (14 Aspire),,,,,,,,
g15tsvba3fl,Top Select 15 Top White,,,,,,,,,,,,,,61 (14 Spirit),,,,,,,,
g15tsvba4fl,Top Select 15 Select,,,,,,,,,,,,,,86 (14 Classic),,,,,,,,
g15ttvbc1ne,SLAM 15 NATIONAL,,,,,,,,,,,,,,116 (14 Classic),,,,,,,,
g15twsky1ls,TW Skyline 15 Royal,,,9 (14 National),,,,,13 (15 Invitational),,,,,,,,,,,,,,
g15twsky2ls,TW Skyline 15 Black,,,69 (14 Patriot),,,,,22 (15 National),,,,,,,,,,,,,,
g15twsky3ls,TW Skyline 15 White,,,,,,,,16 (15 National),,,,,,,,,,,,,,
g15txadv1nt,TAV 15 Black Jason,3 (14 & Under),,5 (14 Open),,,,,1 (15 Invitational),,,,,,,,,,,,,,
g15txadv2nt,TAV 15 Black Josh,,,26 (14 USA),,,,,19 (15 Invitational),,,,,,,,,,,,,,
g15txadv3nt,TAV 15 Blue,,,,,,,,9 (15 National),,,,,,,,,,,,,,
g15txfur1ls,Texas Fury 15 Legacy,,,,,,,,,,,,,,67 (14 Elite),,,,,,,,
g15txleg1ls,TX Legends 15 Black,,,,,,,,19 (15 National),,,,,,9 (14 Classic),,,,,,,,
g15txleg2ls,TX Legends 15 Blue,,,,,,,,31 (15 National),,,,,,9 (14 Classic),,,,,,,,
g15txone1ls,Texas One - 15 Royal,,,,,,,,,,,,,,13 (14 Elite),,,,,,,,
g15txtor1ls,Texas Tornados 15Adidas,,,21 (14 Patriot),,,,,13 (15 National),,,,,,,,,,,,,,
g15txtor2ls,Texas Tornados 15National,,,,,,,,34 (15 National),,,,,,89 (14 Club),,,,,,,,
g15txuni1ls,Texas United  15Red,,,,,,,,,,,,,,121 (14 Aspire),,,,,,,,
g15txuni2ls,Texas United  15Navy,,,,,,,,,,,,,,73 (14 Spirit),,,,,,,,
g15txvis1ls,TX VISION 15,,,,,,,,46 (15 National),,,,,,,,,,,,,,
g15ucelt1nc,UC ELITE 15 Chloe,,,2 (14 Freedom),,,,,,,,,,,,,,,,,,,
g15ultim1gl,Ultimate Asics G15 Gold,,,19 (14 National),,,,,,,,,,,,,,,,,,,
g15ultim2gl,Ultimate Asics G15 Blue,,,,,,,,,,,,,,9 (14 Classic),,,,,,,,
g15unifi1lk,Unified 15-1,,,,,,,27 (15 Premier),,,32 (15 Premier Blue),,,,61 (14 Premier),,,,,,,,
g15unifi2lk,Unified 15-2,,,,,,,33 (15 Club),,,29 (15 Club Blue),,,,125 (14 Aspire),,,,,,,,
g15unifi3lk,Unified 15-3,,,,,,,26 (15 Club),,,28 (15 Club Red),,,,,,,,,,,,
g15union1pr,UNION 15 UA Black,,,,,,,,,,3 (15 Open),,,,28 (14 Open),,,,,,,,
g15union2pr,UNION 15 UA Green,,,,,,,,,,18 (15 Premier Red),,,,52 (14 Premier),,,,,,,,
g15union3pr,UNION 15 UA Blue,,,,,,,,,,5 (15 Club White),,,,83 (14 Club),,,,,,,,
g15union4pr,UNION 15 Purple,,,,,,,,,,5 (15 Club Green),,,,,,,,,,,,
g15unitd1so,United 15 National,,,31 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15unite1fl,Tampa United VBA 15B ROX,,,,,,,,,,,,,,9 (14 Aspire),,,,,,,,
g15unite1sc,UNITED 15 EVREN,,,9 (14 National),,,,,,,,,,,,,,,,20th (15U Div 5-20 Event #1),,,
g15unite2fl,Tampa United VBA 15R Rox,,,,,,,,,,,,,,19 (14 Aspire),,,,,,,,
g15unite3fl,Tampa United VBA 15U Rox,,,,,,,,,,,,,,35 (14 Spirit),,,,,,,,
g15unovb1gl,Uno Girls 15 Elite ,,,,,,,,,,,,,,21 (14 Club),,,,,,,,
g15usami1lk,USA MI RunBird 15,,,,20 (15 Club),,,,,,19 (15 Club White),,,,,,,,,,,,
g15usaso1fl,USA South 15 Premier Purp,,,,,,,,,,,,,,5 (14 Premier),,,,,,,,
g15usaso2fl,USA South 15 Premier Blac,,,,,,,,,,,,,,43 (14 Elite),,,,,,,,
g15usaso3fl,USA South 15 Elite Ziggy,,,,,,,,,,,,,,35 (14 Spirit),,,,,,,,
g15vaces1sc,Vegas Aces 15 UnderArmour,,,9 (14 USA),,,,,,,,,,,,,,,,9th (15U Div 1-4 Event #1),,,
g15vaque1pu,Vaqueras 15-1,,,,,,,,,,,,,,11 (14 Open),,,,,,,,
g15vaque2pu,VAQUERAS 15-2,,,,,,,,,,,,,,21 (14 Club),,,,,,,,
g15vavbc1nc,VVA 15-1,,,1 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15vaven1ls,VALLEY VENOM - 151 RED,,,,,,,,43 (15 National),,,,,,,,,,,,,,
g15vcden1rm,VC Denver 15 Black Fedds,,,,,,,,,11 (15 Elite),,,,,,,,,,,,,
g15vcden2rm,VC Denver 15 Black Kylie,,,,,,,,,3 (15 Club),,,,,,,,,,,,,
g15vcneb1gp,VCNebraska 15 Elite,73 (14 & Under),,13 (14 National),,,,,,,,,,,,,,,,,,,
g15vcutd1gl,VC United 151 Elite,,,,,,,,,,13 (15 Premier Red),,,,,,,,,,,,
g15vegas1sc,Vegas United G15 Black,,,21 (14 Patriot),,,,,,,,,,,,,,,,,,,
g15vejvb1ch,VA Elite 15's,,,,,,,,,,,,,,45 (14 Open),,,,,,,,
g15vel211gl,Velocity 219 15 National,,,,,,,,,,,,,,130 (14 Aspire),,,,,,,,
g15veroe1fl,VEVA 15 Elite,,,,,,,,,,,,,,5 (14 Classic),,,,,,,,
g15viper1fl,VIPERS 15'S GOLD ELITE,,,,,,,,,,,,,,143 (14 Classic),,,,,,,,
g15viper1sc,Temecula Viper 15-Randy,,,5 (14 Patriot),,,,,,,,,,,,,,,,28th (15U Div 5-20 Event #1),,,
g15vital1no,Vital 15-1 Gold,,,47 (14 American),,,,,,,,,,,,,,,,,,,
g15vital2no,Vital 15-2 Royal,,,,,,,,,,,,,,63 (14 Aspire),,,,,,,,
g15vltgv1fl,VoltageVB - 15 Elite,,,,,,,,,,,,,,101 (14 Aspire),,,,,,,,
g15vltvg3gw,Voltage VBC 15,,,,,,,,,,26 (15 Club Green),,,,,,,,,,,,
